phrase,count,sample_file,sample_key,sample_translation,sample_source
for the previous,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,HelpText_354_Content,"[
Giai Đoạn & Ngày]
 - Trong mỗi giai đoạn, bạn phải đạt mục tiêu doanh thu yêu cầu trong thời gian quy định để tiến vào giai đoạn tiếp theo.
 - Khi bước vào giai đoạn mới, độ khó của Mục Tiêu Giai Đoạn sẽ tăng lên.
 - <color=#c79f49>Completing all Giai đoạn Goals</color> để vượt qua màn chơi.
 - Mỗi giai đoạn mới sẽ tặng một số Tinh Thể Tần Số và sẽ <color=#c79f49>automatically deduct the required Dreamland Coupons for the previous phase</color>.
 
 [Echo Dreamland]
 - Số Dreamland Coupons kiếm được mỗi ngày bị ảnh hưởng bởi Echo, đạo cụ và loại Dream Block.
 - Tối đa 20 Echo có thể đặt trên chiến trường cùng lúc. Tổng cộng có thể chứa <colo","[Phase & Day]
 - In each phase, you must reach the required revenue target within a given duration to advance to the next phase.
 - Entering a new phase will raise the difficulty of the Phase Goal.
 - <color=#c79f49>Completing all Phase Goals</color> to clear the stage.
 - Each new phase grants some Frequency Crystals and will <color=#c79f49>automa"
infinite mode sau,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,HelpText_354_Content,"[
Giai Đoạn & Ngày]
 - Trong mỗi giai đoạn, bạn phải đạt mục tiêu doanh thu yêu cầu trong thời gian quy định để tiến vào giai đoạn tiếp theo.
 - Khi bước vào giai đoạn mới, độ khó của Mục Tiêu Giai Đoạn sẽ tăng lên.
 - <color=#c79f49>Completing all Giai đoạn Goals</color> để vượt qua màn chơi.
 - Mỗi giai đoạn mới sẽ tặng một số Tinh Thể Tần Số và sẽ <color=#c79f49>automatically deduct the required Dreamland Coupons for the previous phase</color>.
 
 [Echo Dreamland]
 - Số Dreamland Coupons kiếm được mỗi ngày bị ảnh hưởng bởi Echo, đạo cụ và loại Dream Block.
 - Tối đa 20 Echo có thể đặt trên chiến trường cùng lúc. Tổng cộng có thể chứa <colo","[Phase & Day]
 - In each phase, you must reach the required revenue target within a given duration to advance to the next phase.
 - Entering a new phase will raise the difficulty of the Phase Goal.
 - <color=#c79f49>Completing all Phase Goals</color> to clear the stage.
 - Each new phase grants some Frequency Crystals and will <color=#c79f49>automa"
trong infinite mode,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,HelpText_354_Content,"[
Giai Đoạn & Ngày]
 - Trong mỗi giai đoạn, bạn phải đạt mục tiêu doanh thu yêu cầu trong thời gian quy định để tiến vào giai đoạn tiếp theo.
 - Khi bước vào giai đoạn mới, độ khó của Mục Tiêu Giai Đoạn sẽ tăng lên.
 - <color=#c79f49>Completing all Giai đoạn Goals</color> để vượt qua màn chơi.
 - Mỗi giai đoạn mới sẽ tặng một số Tinh Thể Tần Số và sẽ <color=#c79f49>automatically deduct the required Dreamland Coupons for the previous phase</color>.
 
 [Echo Dreamland]
 - Số Dreamland Coupons kiếm được mỗi ngày bị ảnh hưởng bởi Echo, đạo cụ và loại Dream Block.
 - Tối đa 20 Echo có thể đặt trên chiến trường cùng lúc. Tổng cộng có thể chứa <colo","[Phase & Day]
 - In each phase, you must reach the required revenue target within a given duration to advance to the next phase.
 - Entering a new phase will raise the difficulty of the Phase Goal.
 - <color=#c79f49>Completing all Phase Goals</color> to clear the stage.
 - Each new phase grants some Frequency Crystals and will <color=#c79f49>automa"
and obtain buffs,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36012_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Gradation</color> làm khả năng cốt lõi.
Một số Resonator sẽ <color=#ffd12f>trigger Gradation once and obtain buffs after staying on the field for a set number of days</color>.

Để tối đa hóa lợi ích, <color=#ffd12f>try placing as many Gradation Echoes in the early days as possible</color> nếu bạn chọn Giấc Mơ Tiến Hóa.","Echoes with this Dream Attribute center around <color=#ffd12f>Gradation</color> as their core ability.
Certain Echoes will <color=#ffd12f>trigger Gradation once and obtain buffs after staying on the field for a set number of days</color>.

To maximize your gains, <color=#ffd12f>try placing as many Gradation Echoes in the early days as possible</col"
after staying on,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36012_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Gradation</color> làm khả năng cốt lõi.
Một số Resonator sẽ <color=#ffd12f>trigger Gradation once and obtain buffs after staying on the field for a set number of days</color>.

Để tối đa hóa lợi ích, <color=#ffd12f>try placing as many Gradation Echoes in the early days as possible</color> nếu bạn chọn Giấc Mơ Tiến Hóa.","Echoes with this Dream Attribute center around <color=#ffd12f>Gradation</color> as their core ability.
Certain Echoes will <color=#ffd12f>trigger Gradation once and obtain buffs after staying on the field for a set number of days</color>.

To maximize your gains, <color=#ffd12f>try placing as many Gradation Echoes in the early days as possible</col"
the field for,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36012_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Gradation</color> làm khả năng cốt lõi.
Một số Resonator sẽ <color=#ffd12f>trigger Gradation once and obtain buffs after staying on the field for a set number of days</color>.

Để tối đa hóa lợi ích, <color=#ffd12f>try placing as many Gradation Echoes in the early days as possible</color> nếu bạn chọn Giấc Mơ Tiến Hóa.","Echoes with this Dream Attribute center around <color=#ffd12f>Gradation</color> as their core ability.
Certain Echoes will <color=#ffd12f>trigger Gradation once and obtain buffs after staying on the field for a set number of days</color>.

To maximize your gains, <color=#ffd12f>try placing as many Gradation Echoes in the early days as possible</col"
in the early,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36012_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Gradation</color> làm khả năng cốt lõi.
Một số Resonator sẽ <color=#ffd12f>trigger Gradation once and obtain buffs after staying on the field for a set number of days</color>.

Để tối đa hóa lợi ích, <color=#ffd12f>try placing as many Gradation Echoes in the early days as possible</color> nếu bạn chọn Giấc Mơ Tiến Hóa.","Echoes with this Dream Attribute center around <color=#ffd12f>Gradation</color> as their core ability.
Certain Echoes will <color=#ffd12f>trigger Gradation once and obtain buffs after staying on the field for a set number of days</color>.

To maximize your gains, <color=#ffd12f>try placing as many Gradation Echoes in the early days as possible</col"
exchange echoes can,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36014_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Exchange</color> làm khả năng cốt lõi. Sau khi ở lại chiến trường đủ số ngày nhất định, một số Resonator sẽ tự loại bỏ và để lại nhiều hiệu ứng tăng cường khác nhau.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

Để tối đa hóa lợi ích, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange</color> nếu bạn chọn Giấc Mơ Trao đổi.","Echoes with this Dream Attribute center on <color=#ffd12f>Exchange</color> as their core ability. After staying on the field for a set number of days, some Echoes will remove themselves and leave behind various buff effects.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is trigger"
produce echoes with,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36014_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Exchange</color> làm khả năng cốt lõi. Sau khi ở lại chiến trường đủ số ngày nhất định, một số Resonator sẽ tự loại bỏ và để lại nhiều hiệu ứng tăng cường khác nhau.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

Để tối đa hóa lợi ích, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange</color> nếu bạn chọn Giấc Mơ Trao đổi.","Echoes with this Dream Attribute center on <color=#ffd12f>Exchange</color> as their core ability. After staying on the field for a set number of days, some Echoes will remove themselves and leave behind various buff effects.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is trigger"
the ability to,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36014_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Exchange</color> làm khả năng cốt lõi. Sau khi ở lại chiến trường đủ số ngày nhất định, một số Resonator sẽ tự loại bỏ và để lại nhiều hiệu ứng tăng cường khác nhau.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

Để tối đa hóa lợi ích, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange</color> nếu bạn chọn Giấc Mơ Trao đổi.","Echoes with this Dream Attribute center on <color=#ffd12f>Exchange</color> as their core ability. After staying on the field for a set number of days, some Echoes will remove themselves and leave behind various buff effects.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is trigger"
whenever exchange is,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36014_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Exchange</color> làm khả năng cốt lõi. Sau khi ở lại chiến trường đủ số ngày nhất định, một số Resonator sẽ tự loại bỏ và để lại nhiều hiệu ứng tăng cường khác nhau.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

Để tối đa hóa lợi ích, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange</color> nếu bạn chọn Giấc Mơ Trao đổi.","Echoes with this Dream Attribute center on <color=#ffd12f>Exchange</color> as their core ability. After staying on the field for a set number of days, some Echoes will remove themselves and leave behind various buff effects.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is trigger"
this type of,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36014_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Exchange</color> làm khả năng cốt lõi. Sau khi ở lại chiến trường đủ số ngày nhất định, một số Resonator sẽ tự loại bỏ và để lại nhiều hiệu ứng tăng cường khác nhau.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

Để tối đa hóa lợi ích, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange</color> nếu bạn chọn Giấc Mơ Trao đổi.","Echoes with this Dream Attribute center on <color=#ffd12f>Exchange</color> as their core ability. After staying on the field for a set number of days, some Echoes will remove themselves and leave behind various buff effects.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is trigger"
make sure you,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36014_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Exchange</color> làm khả năng cốt lõi. Sau khi ở lại chiến trường đủ số ngày nhất định, một số Resonator sẽ tự loại bỏ và để lại nhiều hiệu ứng tăng cường khác nhau.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

Để tối đa hóa lợi ích, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange</color> nếu bạn chọn Giấc Mơ Trao đổi.","Echoes with this Dream Attribute center on <color=#ffd12f>Exchange</color> as their core ability. After staying on the field for a set number of days, some Echoes will remove themselves and leave behind various buff effects.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is trigger"
can produce enough,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36014_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Exchange</color> làm khả năng cốt lõi. Sau khi ở lại chiến trường đủ số ngày nhất định, một số Resonator sẽ tự loại bỏ và để lại nhiều hiệu ứng tăng cường khác nhau.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

Để tối đa hóa lợi ích, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange</color> nếu bạn chọn Giấc Mơ Trao đổi.","Echoes with this Dream Attribute center on <color=#ffd12f>Exchange</color> as their core ability. After staying on the field for a set number of days, some Echoes will remove themselves and leave behind various buff effects.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is trigger"
echoes with the,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36014_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Exchange</color> làm khả năng cốt lõi. Sau khi ở lại chiến trường đủ số ngày nhất định, một số Resonator sẽ tự loại bỏ và để lại nhiều hiệu ứng tăng cường khác nhau.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

Để tối đa hóa lợi ích, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange</color> nếu bạn chọn Giấc Mơ Trao đổi.","Echoes with this Dream Attribute center on <color=#ffd12f>Exchange</color> as their core ability. After staying on the field for a set number of days, some Echoes will remove themselves and leave behind various buff effects.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is trigger"
ability to exchange,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36014_Content,"Những Resonator mang thuộc tính Giấc Mơ này lấy <color=#ffd12f>Exchange</color> làm khả năng cốt lõi. Sau khi ở lại chiến trường đủ số ngày nhất định, một số Resonator sẽ tự loại bỏ và để lại nhiều hiệu ứng tăng cường khác nhau.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is triggered, this type of Echo becomes buffed.</color>

Để tối đa hóa lợi ích, <color=#ffd12f>make sure you can produce enough Echoes with the ability to Exchange</color> nếu bạn chọn Giấc Mơ Trao đổi.","Echoes with this Dream Attribute center on <color=#ffd12f>Exchange</color> as their core ability. After staying on the field for a set number of days, some Echoes will remove themselves and leave behind various buff effects.
<color=#ffd12f>Certain Dream of Exchange Echoes can produce Echoes with the ability to Exchange. Whenever Exchange is trigger"
when conditions are,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36015_Content,"Các Echoes thuộc thuộc tính Giấc Mộng này lấy <color=#ffd12f>Integration</color> làm khả năng cốt lõi. Một số Echoes có thể tái tạo Echo thông qua Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrating many Echoes of the same rarity</color> để tạo ra những Echoes mạnh mẽ nếu bạn chọn Giấc Mộng Integration.","Echoes with this Dream Attribute center on <color=#ffd12f>Integration</color> as their core ability. Some Echoes can reshape the Dreamland through Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrat"
certain echoes will,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36015_Content,"Các Echoes thuộc thuộc tính Giấc Mộng này lấy <color=#ffd12f>Integration</color> làm khả năng cốt lõi. Một số Echoes có thể tái tạo Echo thông qua Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrating many Echoes of the same rarity</color> để tạo ra những Echoes mạnh mẽ nếu bạn chọn Giấc Mộng Integration.","Echoes with this Dream Attribute center on <color=#ffd12f>Integration</color> as their core ability. Some Echoes can reshape the Dreamland through Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrat"
merge with another,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36015_Content,"Các Echoes thuộc thuộc tính Giấc Mộng này lấy <color=#ffd12f>Integration</color> làm khả năng cốt lõi. Một số Echoes có thể tái tạo Echo thông qua Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrating many Echoes of the same rarity</color> để tạo ra những Echoes mạnh mẽ nếu bạn chọn Giấc Mộng Integration.","Echoes with this Dream Attribute center on <color=#ffd12f>Integration</color> as their core ability. Some Echoes can reshape the Dreamland through Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrat"
same row into,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36015_Content,"Các Echoes thuộc thuộc tính Giấc Mộng này lấy <color=#ffd12f>Integration</color> làm khả năng cốt lõi. Một số Echoes có thể tái tạo Echo thông qua Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrating many Echoes of the same rarity</color> để tạo ra những Echoes mạnh mẽ nếu bạn chọn Giấc Mộng Integration.","Echoes with this Dream Attribute center on <color=#ffd12f>Integration</color> as their core ability. Some Echoes can reshape the Dreamland through Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrat"
a brand-new,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36015_Content,"Các Echoes thuộc thuộc tính Giấc Mộng này lấy <color=#ffd12f>Integration</color> làm khả năng cốt lõi. Một số Echoes có thể tái tạo Echo thông qua Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrating many Echoes of the same rarity</color> để tạo ra những Echoes mạnh mẽ nếu bạn chọn Giấc Mộng Integration.","Echoes with this Dream Attribute center on <color=#ffd12f>Integration</color> as their core ability. Some Echoes can reshape the Dreamland through Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrat"
echo and grant,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36015_Content,"Các Echoes thuộc thuộc tính Giấc Mộng này lấy <color=#ffd12f>Integration</color> làm khả năng cốt lõi. Một số Echoes có thể tái tạo Echo thông qua Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrating many Echoes of the same rarity</color> để tạo ra những Echoes mạnh mẽ nếu bạn chọn Giấc Mộng Integration.","Echoes with this Dream Attribute center on <color=#ffd12f>Integration</color> as their core ability. Some Echoes can reshape the Dreamland through Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrat"
various buff effects,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_36015_Content,"Các Echoes thuộc thuộc tính Giấc Mộng này lấy <color=#ffd12f>Integration</color> làm khả năng cốt lõi. Một số Echoes có thể tái tạo Echo thông qua Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrating many Echoes of the same rarity</color> để tạo ra những Echoes mạnh mẽ nếu bạn chọn Giấc Mộng Integration.","Echoes with this Dream Attribute center on <color=#ffd12f>Integration</color> as their core ability. Some Echoes can reshape the Dreamland through Integration. <color=#ffd12f>When conditions are met, certain Echoes will merge with another Echo on the same row into a brand-new Echo and grant various buff effects.</color>

<color=#ffd12f>Try Integrat"
attack preparation stage,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_34194_Content,"Trong chiến đấu, Augusta dần tích lũy Đà. Khi <color=#ffd12f>Momentum Bar</color> đầy và chuyển sang <color=#ffd12f>yellow</color>, cô bước vào giai đoạn <color=#ffd12f>Attack Preparation stage</color>. Sau một lúc ở trạng thái vàng, <color=#ffd12f>Momentum Bar</color> sẽ chuyển sang <color=#ffd12f>red</color>, và Augusta sẽ <color=#ffd12f>launch her attack</color>.
Sử dụng <color=#ffd12f>Resonance Liberation</color> sẽ <color=#ffd12f>interrupts</color> đòn tấn công của Augusta, và cô sẽ phải tích lũy Đà lại từ đầu.","During combat, Augusta slowly builds up her Momentum. When the <color=#ffd12f>Momentum Bar</color> is full and turns <color=#ffd12f>yellow</color>, she enters the <color=#ffd12f>Attack Preparation stage</color>. After a while at yellow, the <color=#ffd12f>Momentum Bar</color> will turn <color=#ffd12f>red</color>, and Augusta will <color=#ffd12f>lau"
launch her attack,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_34194_Content,"Trong chiến đấu, Augusta dần tích lũy Đà. Khi <color=#ffd12f>Momentum Bar</color> đầy và chuyển sang <color=#ffd12f>yellow</color>, cô bước vào giai đoạn <color=#ffd12f>Attack Preparation stage</color>. Sau một lúc ở trạng thái vàng, <color=#ffd12f>Momentum Bar</color> sẽ chuyển sang <color=#ffd12f>red</color>, và Augusta sẽ <color=#ffd12f>launch her attack</color>.
Sử dụng <color=#ffd12f>Resonance Liberation</color> sẽ <color=#ffd12f>interrupts</color> đòn tấn công của Augusta, và cô sẽ phải tích lũy Đà lại từ đầu.","During combat, Augusta slowly builds up her Momentum. When the <color=#ffd12f>Momentum Bar</color> is full and turns <color=#ffd12f>yellow</color>, she enters the <color=#ffd12f>Attack Preparation stage</color>. After a while at yellow, the <color=#ffd12f>Momentum Bar</color> will turn <color=#ffd12f>red</color>, and Augusta will <color=#ffd12f>lau"
trong helltide mode,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_36034_Content,"Trong Helltide Mode, trận chiến cuối cùng không giới hạn thời gian. Mũi khoan chỉ dừng lại khi Resonator bị đánh bại hoặc khi tất cả TD bị tiêu diệt.
TD sẽ liên tục xuất hiện, trong khi HP và Tấn Công của cả hai bên đều tăng định kỳ.","In Helltide Mode, the final battle has no time limit. The drill ends only if the Resonator is downed or when all TDs are eliminated.
TDs will constantly spawn, while both sides' HP and ATK increase periodically."
all stability is,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3304102_Content,"Độ ổn định sẽ giảm khi bị Tacet Discord tấn công dưới ảnh hưởng của Dư Âm Than Khóc. Nếu <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, và toàn bộ vật phẩm trong Storage Bag sẽ bị mất.","Stability will decrease when attacked by Tacet Discords influenced by Lament Residue. If <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, and all items in your Storage Bag will be lost."
the exploration will,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3304102_Content,"Độ ổn định sẽ giảm khi bị Tacet Discord tấn công dưới ảnh hưởng của Dư Âm Than Khóc. Nếu <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, và toàn bộ vật phẩm trong Storage Bag sẽ bị mất.","Stability will decrease when attacked by Tacet Discords influenced by Lament Residue. If <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, and all items in your Storage Bag will be lost."
be terminated,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3304102_Content,"Độ ổn định sẽ giảm khi bị Tacet Discord tấn công dưới ảnh hưởng của Dư Âm Than Khóc. Nếu <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, và toàn bộ vật phẩm trong Storage Bag sẽ bị mất.","Stability will decrease when attacked by Tacet Discords influenced by Lament Residue. If <color=#ffd12f>all Stability is lost</color>, <color=#ffd12f>the exploration will be terminated</color>, and all items in your Storage Bag will be lost."
successfully dodge or,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3604102_Content,"Khi kẻ địch sử dụng Kỹ Năng Special (vòng tròn đỏ cảnh báo sẽ xuất hiện), nếu <color=#ffd12f>successfully Dodge or counter</color>, kẻ địch sẽ ngay lập tức rơi vào trạng thái Mistune. Attack kẻ địch bằng Tune Break trong trạng thái này sẽ không làm reset cấp độ Off-Tune của chúng.","When an enemy uses a Special Skill (a red ring will appear as a warning), if you <color=#ffd12f>successfully Dodge or counter</color> the attack, the enemy will immediately enter the Mistune state. Attack enemies with Tune Break in this state will not reset their Off-Tune Level."
synchro coin do,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,HelpText_429_Content,"Về hệ thống
Hệ thống Synchrolink hiện đã trực tuyến trong buồng mô phỏng Exostrider.
Buồng lái được tích hợp các neuron của Exostrider, được thiết kế để huấn luyện các Đồng Bộ Giả trong trạng thái Resonance Tăng Cường với Exostrider.
Trong quá trình này, Đồng Bộ Giả có thể đo lường và ghi lại mức độ căng thẳng cộng hưởng để đánh giá khả năng thích ứng và ngưỡng tải thần kinh.
Hoàn thành các mục tiêu huấn luyện để nhận Synchro Coin do Bộ phận cấp, có thể đổi lấy nhiều vật phẩm hiếm và phần thưởng giá trị.

Điều kiện tham gia
Đạt Cấp Liên Minh 27 và kích hoạt Resonance Nexus của Startorch Academy trong Nhiệm vụ Main ""What Burns Beneath Frostlan","[About]
The Synchrolink System is now online in the Exostrider simulator cockpit.
The cockpit is embedded with the Exostrider's neurons, designed for training Synchronists in Augmented Resonance with the Exostrider. 
During this process, Synchronists can measure and record their resonance stress to assess adaptation levels and neural-load threshold"
