phrase,count,sample_file,sample_key,sample_translation,sample_source
trong dreamland shop,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0070.json,PhrolovaFarm_LimitedTask_25,Mua 10 lần trong Dreamland Shop,Purchase 10 times in the Dreamland Shop
new record,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0070.json,PhrolovaFarm_GameResult_NewRecord,New Record,New Record
not now,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0071.json,HonamiStory_EvacuationWindow_5,Not Now,Not Now
featured weapon,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0071.json,AdvertisingCharacter_Method_Gacha_Weapon,Featured Weapon Triệu Tập,Featured Weapon Convene
rite of gilded,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0071.json,AdvertisingEnemy_2810507_ThumbnailText,Sonata: Rite of Gilded Revelation,Sonata: Rite of Gilded Revelation
trong luxite,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0071.json,RoadBookTaskName_34,Sử dụng Projector: Mining Reindeer để giải cứu một Soliskin bị mắc kẹt trong Luxite,Use Projector: Mining Reindeer to save a Soliskin trapped in the Luxite
tales of the,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0072.json,DIY_FurnitureDic_Name_30,Tales of the Isles: Bộ Sưu Tập Mới Nhất,Tales of the Isles: Latest Collection
unsigned good wishes,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0073.json,AdvertisingIntelligence_3010502_SubTitle,Unsigned Good Wishes,Unsigned Good Wishes
my resonators,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0073.json,Morale_32_Role_MyRole_Title,My Resonators,My Resonators
cube theo,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0073.json,ErrorCode_RacingBetsNotFindOrderListDango,Không thể tìm thấy Cube theo thứ tự chỉ định,Unable to find the Cube of the specified order
ages of harvest,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0074.json,Pinball_Weapon_personal_06_name_01,Ages of Harvest,Ages of Harvest
texte de test,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0075.json,TestTextCommitTool_1,Texte de test soumettre l'outil texte 111111,Texte de test soumettre l'outil texte 111111
soumettre l'outil texte,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0075.json,TestTextCommitTool_1,Texte de test soumettre l'outil texte 111111,Texte de test soumettre l'outil texte 111111
remember me,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0075.json,Achievement_100202_Name,Remember Me,Remember Me
silent mode,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0075.json,Achievement_200604_Name,Silent Mode,Silent Mode
where lone wolf,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0075.json,Achievement_200335_Name,Where Lone Wolf Resides,Where Lone Wolf Resides
the dark knight,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0076.json,Achievement_200325_Name,The Dark Knight,The Dark Knight
when aix cries,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0076.json,Achievement_300101_Name,When Aix Cries,When Aix Cries
wishes in the,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0081.json,PlotType_136_TypeDescription,Chương III Lahai-Roi: Wishes in the Bell,Lahai-Roi Chapter III: Wishes in the Bell
spectrum of extremity,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0081.json,RogueBuffPool_900171000920_BuffName,Spectrum of Extremity,Spectrum of Extremity
crystal of contradiction,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0081.json,RogueBuffPool_900171001060_BuffName,Crystal of Contradiction,Crystal of Contradiction
awakened will,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0082.json,Rogue_SkillTree_07_Title,Awakened Will,Awakened Will
rate up,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0082.json,Rogue_SkillTree_423_Title,Crit. Rate Up,Crit. Rate Up
the ending,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0082.json,PhotographHandBook_62_Name,The Ending Cô ấy Desired,The Ending She Desired
voyage to firmament,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0082.json,Condition_13000040_Description,Hoàn thành Nhiệm Vụ Chính: Voyage to Firmament,Complete Main Quest: Voyage to Firmament
time together,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0083.json,Moonfiesta_TravelSuccess,Time Together: Pleasant,Time Together: Pleasant
wreck of despair,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0083.json,RogueBuffPool_10011006_BuffName,Wreck of Despair,Wreck of Despair
about changli,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0083.json,FavorWord_130413_Title,About Changli,About Changli
new rarity unlocked,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0083.json,UnLockNewVisionQuality,New Rarity Unlocked,New Rarity Unlocked
do sau,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0084.json,SPsence_1_2_002_03,"Phân tích hệ thống chỉ ra các lý do sau:
","System analysis indicates the following reasons:
"
complete yhoran's tactical,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0084.json,BlackCoastTheme_104_TaskName,Complete Yhoran's Tactical Trial I,Complete Yhoran's Tactical Trial I
the ruyi ring,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0084.json,FavorGoods_110603_Title,The Ruyi Ring,The Ruyi Ring
in three days',2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_10000003_Text,In Three Days' Time,In Three Days' Time
prophet's message,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_10000007_Text,Prophet's Message,Prophet's Message
echoes of destruction,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_20000007_Text,Echoes of Destruction,Echoes of Destruction
de generatione et,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_20000008_Text,De Generatione et Corruptione / Về Sự Sinh Thành và Hủy Diệt,De Generatione et Corruptione / On Generation and Corruption
before i wither,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_20000019_Text,Before I Wither,Before I Wither
wind-kissed haven,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_30000002_Text,Wind-kissed Haven,Wind-kissed Haven
the idyllic refuge,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_30000004_Text,The Idyllic Refuge,The Idyllic Refuge
where wind whispers,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_30000005_Text,Where Wind Whispers,Where Wind Whispers
the midnight elegy,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_30000006_Text,The Midnight Elegy,The Midnight Elegy
the second departure,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_60000001_Text,The Second Departure,The Second Departure
risen sau khi,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_60000006_Text,Risen Sau khi Eight Burials,Risen After Eight Burials
when spring returns,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,Spring_MailTitle1,When Spring Returns,When Spring Returns
how time flies,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,Spring_MailTitle2,How Time Flies,How Time Flies
to cat's eye,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,Spring_MailTitle5,To Cat's Eye,To Cat's Eye
come on,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,PlayerHead_82000009_Name,"Come On, Smile","Come On, Smile"
sea of clouds,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,MapTravelTaskName_24,"Hoàn thành Nhiệm Vụ Thám Hiểm ""Hymn of the Sea of Clouds: Storm""","Complete Exploration Quest ""Hymn of the Sea of Clouds: Storm"""
echoes from ragunna's,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,AreaReportTitle_Text33,Echoes from Ragunna's Past I,Echoes from Ragunna's Past I
available time,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,Fishing_MarkText3,Available Time,Available Time
trong calamity arena,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,LongShanTask_1801_TaskName,Đạt 3.000 điểm trong Calamity Arena của Pincer Maneuver Warriors III,"Obtain 3,000 points in Calamity Arena of Pincer Maneuver Warriors III"
where,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_ActivityTarget_12601013,"Complete ""Where Tất cả Fish Converge""","Complete ""Where All Fish Converge"""
pre-emptive strike,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_24,Pre-emptive Strike,Pre-emptive Strike
download complete,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,PreDownload_Complete_Btn_Text,Download Complete,Download Complete
about cantarella,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_150715_Title,About Cantarella,About Cantarella
about ciaccona,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_150717_Title,About Ciaccona,About Ciaccona
replay story,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,Xkjsx_Chapter_Replay,Replay Story,Replay Story
attack frequency,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0089.json,TuanZiAbyss_TagDec_Ewaiduanshu,Attack Frequency,Attack Frequency
about iuno,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,FavorWord_120715_Title,About Iuno,About Iuno
test run,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0090.json,Farm_Dungeon1,Test Run,Test Run
about scar,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,FavorWord_160815_Title,About Scar,About Scar
tactic set trong,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,ErrorCode_2200079_Text,Không thể chọn ngẫu nhiên Tactic Set trong Deathtrap Mode,Failed to randomly choose a Tactic Set in Deathtrap Mode
switch plan,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,RoleProject_PhantomRecommend_Title,Switch Plan,Switch Plan
weapon projection,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0092.json,WeaponSkinHandBookName,Weapon Projection Thư viện,Weapon Projection Gallery
about avidius,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,FavorWord_130614_Title,About Avidius,About Avidius
about buling,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,FavorWord_130616_Title,About Buling,About Buling
let me see,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,ChatExpression_182_Name,Let Me See,Let Me See
good reputation i,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,HonamiStoryTalent_8_CampUpgradeName,Good Reputation I,Good Reputation I
good reputation ii,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,HonamiStoryTalent_15_CampUpgradeName,Good Reputation II,Good Reputation II
good reputation iii,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0094.json,HonamiStoryTalent_22_CampUpgradeName,Good Reputation III,Good Reputation III
chessa trong,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,Condition_12903134_Description,"Đánh bại Chessa trong ""Peaks of Prestige: Rekindled Duel""","Defeat Chessa in ""Peaks of Prestige: Rekindled Duel"""
main weapon i,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,MotorFightGame_TechTreeName_01,Overclocking - Main Weapon I,Overclocking - Main Weapon I
main weapon ii,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0097.json,MotorFightGame_TechTreeName_03,Overclocking - Main Weapon II,Overclocking - Main Weapon II
trong cabin ginnungamere,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,MapMark_7766_MarkDesc,Điều tra vật phẩm trong cabin Ginnungamere,Investigate objects in the Ginnungamere cabin
a splash of,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,MusicJet_10042_Name,A Splash of True Colors (Throttle Up!),A Splash of True Colors (Throttle Up!)
anniversary coins trong,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,ConsumptiveTaskTitle24,"Nhận 500 2nd Anniversary Coins trong ""Second Coming of Solaris: Collab Season""","Obtain 500 2nd Anniversary Coins in ""Second Coming of Solaris: Collab Season"""
tokens of radiance,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12901081_HintText,Thu thập 500 Tokens of Radiance,Obtain 500 Tokens of Radiance
complete phantasm amass,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12009013_HintText,Complete Phantasm Amass II,Complete Phantasm Amass II
hai trong dungeon,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12301003_Description,Tiêu diệt đợt quái vật thứ hai trong dungeon 180012300,Second wave of monsters in dungeon 180012300 has been killed
ba trong dungeon,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12301007_Description,Tiêu diệt đợt quái vật thứ ba trong dungeon 180012300,Third wave of monsters in dungeon 180012300 has been killed
trong jinzhou mainline,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3001001_Description,Tiêu diệt 3 quái vật trong Jinzhou Mainline - Ancient Collector,Kill 3 monsters in Jinzhou Mainline - Ancient Collector
exit game,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,ConfirmBox_136_ButtonText_0,Exit Game,Exit Game
cho banner,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0102.json,ConfirmBox_69_Content,Số lần Triệu Tập cho Banner này đã đạt giới hạn hôm nay,The number of Convenes for this Banner has reached the limit for today
temporarily exit,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0102.json,ConfirmBox_83_ButtonText_1,Temporarily Exit,Temporarily Exit
re-login,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0102.json,ErrorCode_100009_Text,Re-login,Re-login
id khu,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0102.json,ErrorCode_1200010_Text,ID khu vực không tồn tại,Region ID does not exist
id dungeon,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0103.json,ErrorCode_700037_Text,ID dungeon không khớp,Dungeon id mismatch
shield unique id,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0103.json,ErrorCode_700050_Text,Shield unique Id đã tồn tại,Shield's shield unique Id exists
mutterfly base,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0104.json,ErrorCode_700117_Text,Mutterfly base đã kích hoạt,Mutterfly base activated
trong solaris,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0104.json,ErrorCode_900038_Text,Chủ Solaris không ở trong Solaris,Solaris owner not in Solaris
friend request sent,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0104.json,GenericPrompt_FriendApplicationSent_TipsText,Friend Request Sent,Friend Request Sent
friend request,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0105.json,Text_FriendApplicationList_Text,Friend Request,Friend Request
co-ops,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0105.json,Text_FriendNotAvailableRecentTeammate_Text,Không Gần đây Co-ops,No Recent Co-ops
hao echo,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0106.json,ErrorCode_200205_Text,"Tiêu hao Echo không có kinh nghiệm, vui lòng thử lại","Consumption of Echo without experience, please try again"
montage,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0106.json,ErrorCode_1700019_Text,Loại nút bản thiết kế hiện tại không phải là montage.,The current blueprint node type is not a montage
meme,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0106.json,ErrorCode_1100232_Text,Đã đạt giới hạn chọn meme,Memes selection limit reached
online id cho,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0107.json,Search_PSN_ID_Tips,Tìm bạn bằng Online ID cho PSN™,Search by Online ID for PSN™ to add a friend
set as background,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0107.json,PhonographSwitchBtnNormal,Set As Background Music,Set As Background Music
mang theo token,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0107.json,ErrorCode_1900144_Text,Tất cả đội phải mang theo Token,All teams must carry a Token
avinoleum trong,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0107.json,Condition_13030027_Description,"Đến Avinoleum trong Nhiệm vụ Chính ""Thiếu Nữ, Kẻ Nổi Loạn, Kẻ Rao Tin Tử Thần"" để mở khóa","Reach Avinoleum in Main Quest ""The Maiden, The Defier, The Death Crier"" to unlock"
tin quy,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0107.json,ErrorCode_ErrPhantomSettingEmpty,Không tìm thấy thông tin quy tắc,Rule information not found
available,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0108.json,ErrorCode_ErrPhantomSkinNotUnlock_Text,Echo skin not available,Echo skin not available
crest trong,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0108.json,Condition_12903715_Description,Thu thập ít nhất 24 Crest trong bất kỳ giai đoạn nào của Tower of Adversity: Hazard Zone,Obtain at least 24 Crests in any one phase of Tower of Adversity: Hazard Zone
tinh soar to,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0108.json,ErrorCode_RhythmPlanetCfgNotFound_Text,Không tìm thấy cấu hình hành tinh Soar to the Beat,Soar to the Beat planet configuration not found
resonator soar to,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0108.json,ErrorCode_RhythmRoleCfgNotFound_Text,Không tìm thấy cấu hình Resonator Soar to the Beat,Soar to the Beat Resonator configuration not found
signature weapon,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0108.json,ErrorCode_1900342_Text,Không thể chuyển đổi Signature Weapon,Unable to switch Signature Weapon
new voyage radiant,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0110.json,ItemInfo_51034_Name,New Voyage Radiant Lightpack,New Voyage Radiant Lightpack
sonata sau,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0110.json,ItemInfo_50001517_AttributesDescription,"Mở để nhận Echo từ một trong các Hiệu Ứng Sonata sau:

Void Thunder
Molten Rift","Open to obtain an Echo from one of the following Sonata Effects:

Void Thunder
Molten Rift"
a complete series,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0111.json,ItemInfo_70120005_BgDescription,A Complete Series,A Complete Series
in moments does,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0111.json,MusicName_50000029_Text,In Moments Does Moon Persist,In Moments Does Moon Persist
for ya,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0111.json,PhonographMusic_Name18_Text,For Ya,For Ya
basic revival inhaler,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0112.json,ItemInfo_42100013_Name,Basic Revival Inhaler,Basic Revival Inhaler
basic energy bag,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0112.json,ItemInfo_42100022_Name,Basic Energy Bag,Basic Energy Bag
medium energy bag,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0112.json,ItemInfo_42100023_Name,Medium Energy Bag,Medium Energy Bag
advanced energy bag,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0112.json,ItemInfo_42100024_Name,Advanced Energy Bag,Advanced Energy Bag
premium energy bag,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0112.json,ItemInfo_42100025_Name,Premium Energy Bag,Premium Energy Bag
trong game the,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0112.json,ItemInfo_70010072_Name,Mã đổi quà trong game The Second Coming of Solaris,The Second Coming of Solaris in-game redemption code.
championship keepsake photo,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0113.json,ItemInfo_70130017_Name,Cubie Derby: Championship Keepsake Photo,Cubie Derby: Championship Keepsake Photo
first-ever game,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0114.json,ItemInfo_87404001_Name,First-Ever Game Cartridge,First-Ever Game Cartridge
into falling snow,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0114.json,MusicName_200000005_Text,Into Falling Snow,Into Falling Snow
longs for,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0114.json,MusicName_200000016_Text,What Cô ấy Longs For,What She Longs For
the vastness before,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0114.json,MusicName_220000007_Text,The Vastness Before Us,The Vastness Before Us
the watchers,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0114.json,MusicName_220000008_Text,The Watchers,The Watchers
the dimmr plains,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0115.json,AdvertisingRegion_3210301_SubTitle,Roya Frostlands: The Dimmr Plains,Roya Frostlands: The Dimmr Plains
new wavesline ui,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0115.json,AdvertisingIntelligence_3210504_SubTitle,New WavesLine UI,New WavesLine UI
star across the,2,mistral_translate_work\split_by_prompt\json\name_title\lang_weapon\lang_weapon__name_title__part_0001.json,121,Star across the sun,Star across the sun
sun,2,mistral_translate_work\split_by_prompt\json\name_title\lang_weapon\lang_weapon__name_title__part_0001.json,121,Star across the sun,Star across the sun
ambitious determination to,2,mistral_translate_work\split_by_prompt\json\name_title\lang_weapon\lang_weapon__name_title__part_0001.json,126,Ambitious determination to the sky,Ambitious determination to the sky
the sky,2,mistral_translate_work\split_by_prompt\json\name_title\lang_weapon\lang_weapon__name_title__part_0001.json,126,Ambitious determination to the sky,Ambitious determination to the sky
gates on heavens,2,mistral_translate_work\split_by_prompt\json\name_title\lang_weapon\lang_weapon__name_title__part_0001.json,131,Gates on heavens,Gates on heavens
havoc theo,2,mistral_translate_work\split_by_prompt\json\monster_description\lang_monster_Info\lang_monster_Info__monster_description__part_0001.json,33,"Tên khoa học ""Strepoplasmidum ruptura"", một thành viên của chi Strepoplasmidum. Có thể sử dụng năng lượng Havoc theo cách đơn giản để tấn công, không có trí thông minh.","Binomial name ""Strepoplasmidum ruptura"", a member of the genus Strepoplasmidum. Can use Havoc energy in simple ways to attacks, possesses no intelligence."
chi hoolock,2,mistral_translate_work\split_by_prompt\json\monster_description\lang_monster_Info\lang_monster_Info__monster_description__part_0001.json,105,"Tên khoa học ""Hoolock vexo"", một Mutant Organism thuộc chi Hoolock. Hooscamps, mặc dù về thể chất không thể so sánh với Hoochiefs trưởng thành hơn, nhưng sự phát triển trí tuệ không hề khác biệt, Hoochiefs thường dạy Hooscamps săn mồi và phục kích người đi đường trong Dim Forest.","Binomial name ""Hoolock vexo"", a Mutant Organism the genus Hoolock. Hooscamps, though physically incomparable to the more adult Hoochiefs, but the intellectual development has been no different, the Hoochiefs tends to teach Hooscamps to hunt and ambush passers-by in the Dim Forest."
chelydra frigidus,2,mistral_translate_work\split_by_prompt\json\monster_description\lang_monster_Info\lang_monster_Info__monster_description__part_0001.json,111,"Tên khoa học ""Chelydra frigidus"", một Sinh Vật Đột Biến thuộc chi Chelydra.","Binomial name ""Chelydra frigidus "", a Mutant Organism the genus Chelydra."
chi chelydra,2,mistral_translate_work\split_by_prompt\json\monster_description\lang_monster_Info\lang_monster_Info__monster_description__part_0001.json,111,"Tên khoa học ""Chelydra frigidus"", một Sinh Vật Đột Biến thuộc chi Chelydra.","Binomial name ""Chelydra frigidus "", a Mutant Organism the genus Chelydra."
