en_source,vn_translate,loi_du_doan
Spectra polymerization,Spectra polymerization,C?n ti?ng Anh nghi v?n: polymerization; Spectra | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pneuma Polymerization,Pneuma Polymerization,C?n ti?ng Anh nghi v?n: Pneuma; Polymerization | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impulse Polymerization,Impulse Polymerization,C?n ti?ng Anh nghi v?n: Impulse; Polymerization | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ultrasonic Judgement,Ultrasonic Judgement,C?n ti?ng Anh nghi v?n: Judgement; Ultrasonic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ultrasonic Blade,Ultrasonic Blade,C?n ti?ng Anh nghi v?n: Blade; Ultrasonic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ultrasonic Hellen,Ultrasonic Hellen,C?n ti?ng Anh nghi v?n: Hellen; Ultrasonic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ultrasonic Matrix,Ultrasonic Matrix,C?n ti?ng Anh nghi v?n: Matrix; Ultrasonic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gain full [Chilling Vein],Gain full [Chilling Vein],C?n ti?ng Anh nghi v?n: full; Gain | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gain full [Chilling Vein],Gain full [Chilling Vein],C?n ti?ng Anh nghi v?n: full; Gain | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impulse Polymerization,Impulse Polymerization,C?n ti?ng Anh nghi v?n: Impulse; Polymerization | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pneuma Polymerization,Pneuma Polymerization,C?n ti?ng Anh nghi v?n: Pneuma; Polymerization | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spectra polymerization,Spectra polymerization,C?n ti?ng Anh nghi v?n: polymerization; Spectra | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dissociation polymerization,Dissociation polymerization,C?n ti?ng Anh nghi v?n: Dissociation; polymerization | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thunder Squama,Thunder Squama,C?n ti?ng Anh nghi v?n: Squama; Thunder | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inferno Rider,Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Feilian Beringal,Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impermanence Heron,Impermanence Heron,C?n ti?ng Anh nghi v?n: Heron; Impermanence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spectra Prism,Spectra Prism,C?n ti?ng Anh nghi v?n: Prism; Spectra | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rupture Prism,Rupture Prism,C?n ti?ng Anh nghi v?n: Prism; Rupture | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flute Instrumentalist,Flute Instrumentalist,C?n ti?ng Anh nghi v?n: Flute; Instrumentalist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tambourine Instrumentalist,Tambourine Instrumentalist,C?n ti?ng Anh nghi v?n: Instrumentalist; Tambourine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rocksteady Guardian,Rocksteady Guardian,C?n ti?ng Anh nghi v?n: Guardian; Rocksteady | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chasm Guardian,Chasm Guardian,C?n ti?ng Anh nghi v?n: Chasm; Guardian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stonewall Bracer,Stonewall Bracer,C?n ti?ng Anh nghi v?n: Bracer; Stonewall | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Roseshroom (Mature),Roseshroom (Mature),C?n ti?ng Anh nghi v?n: Mature; Roseshroom | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sabyr Boar,Sabyr Boar,C?n ti?ng Anh nghi v?n: Boar; Sabyr | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spearback Ursa,Spearback Ursa,C?n ti?ng Anh nghi v?n: Spearback; Ursa | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Frostbite Tertoise,Frostbite Tertoise,C?n ti?ng Anh nghi v?n: Frostbite; Tertoise | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shadow Dreadmane,Shadow Dreadmane,C?n ti?ng Anh nghi v?n: Dreadmane; Shadow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thermo Dreadmane,Thermo Dreadmane,C?n ti?ng Anh nghi v?n: Dreadmane; Thermo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Snip Snap,Snip Snap,C?n ti?ng Anh nghi v?n: Snap; Snip | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Whiff Whoosh,Whiff Whoosh,C?n ti?ng Anh nghi v?n: Whiff; Whoosh | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tic Tac,Tic Tac,C?n ti?ng Anh nghi v?n: Tac; Tic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fission Junrock,Fission Junrock,C?n ti?ng Anh nghi v?n: Fission; Junrock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mourning Aix,Mourning Aix,C?n ti?ng Anh nghi v?n: Aix; Mourning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Situation restoration,Situation restoration,C?n ti?ng Anh nghi v?n: restoration; Situation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wutrelic Absorption,Wutrelic Absorption,C?n ti?ng Anh nghi v?n: Absorption; Wutrelic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Resonance Skill and Resonance Discharge,Resonance Skill và Resonance Liberation,C?n ti?ng Anh nghi v?n: Liberation; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 16.0
Fragile block,Fragile block,C?n ti?ng Anh nghi v?n: block; Fragile | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacetite Fulminate,Tacetite Fulminate,C?n ti?ng Anh nghi v?n: Fulminate; Tacetite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hologram Projector,Hologram Projector,C?n ti?ng Anh nghi v?n: Hologram; Projector | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flowing Tacetite,Flowing Tacetite,C?n ti?ng Anh nghi v?n: Flowing; Tacetite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Audio Casket,Audio Casket,C?n ti?ng Anh nghi v?n: Audio; Casket | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Acoustic Meter,Acoustic Meter,C?n ti?ng Anh nghi v?n: Acoustic; Meter | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thorn Trap,Thorn Trap,C?n ti?ng Anh nghi v?n: Thorn; Trap | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vanguard Junrock,Vanguard Junrock,C?n ti?ng Anh nghi v?n: Junrock; Vanguard | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fission Junrock,Fission Junrock,C?n ti?ng Anh nghi v?n: Fission; Junrock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impulse Predator,Impulse Predator,C?n ti?ng Anh nghi v?n: Impulse; Predator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pneuma Predator,Pneuma Predator,C?n ti?ng Anh nghi v?n: Pneuma; Predator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rupture Warrior,Rupture Warrior,C?n ti?ng Anh nghi v?n: Rupture; Warrior | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Snip Snap,Snip Snap,C?n ti?ng Anh nghi v?n: Snap; Snip | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Zig Zag,Zig Zag,C?n ti?ng Anh nghi v?n: Zag; Zig | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Whiff Whoosh,Whiff Whoosh,C?n ti?ng Anh nghi v?n: Whiff; Whoosh | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tic Tac,Tic Tac,C?n ti?ng Anh nghi v?n: Tac; Tic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spectra Prism,Spectra Prism,C?n ti?ng Anh nghi v?n: Prism; Spectra | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rupture Prism,Rupture Prism,C?n ti?ng Anh nghi v?n: Prism; Rupture | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sabyr Boar,Sabyr Boar,C?n ti?ng Anh nghi v?n: Boar; Sabyr | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Roseshroom (Immature),Roseshroom (Immature),C?n ti?ng Anh nghi v?n: Immature; Roseshroom | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Frostbite Tertoise,Frostbite Tertoise,C?n ti?ng Anh nghi v?n: Frostbite; Tertoise | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stonewall Bracer,Stonewall Bracer,C?n ti?ng Anh nghi v?n: Bracer; Stonewall | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flute Instrumentalist,Flute Instrumentalist,C?n ti?ng Anh nghi v?n: Flute; Instrumentalist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tambourine Instrumentalist,Tambourine Instrumentalist,C?n ti?ng Anh nghi v?n: Instrumentalist; Tambourine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rocksteady Guardian,Rocksteady Guardian,C?n ti?ng Anh nghi v?n: Guardian; Rocksteady | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chasm Guardian,Chasm Guardian,C?n ti?ng Anh nghi v?n: Chasm; Guardian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Roseshroom (Mature),Roseshroom (Mature),C?n ti?ng Anh nghi v?n: Mature; Roseshroom | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spearback Ursa,Spearback Ursa,C?n ti?ng Anh nghi v?n: Spearback; Ursa | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exile Craftsman,Exile Craftsman,C?n ti?ng Anh nghi v?n: Craftsman; Exile | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thunder Squama,Thunder Squama,C?n ti?ng Anh nghi v?n: Squama; Thunder | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inferno Rider,Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impermanence Heron,Impermanence Heron,C?n ti?ng Anh nghi v?n: Heron; Impermanence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Feilian Beringal,Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Azure Iguana,Azure Iguana,C?n ti?ng Anh nghi v?n: Azure; Iguana | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Goldenback Frog,Goldenback Frog,C?n ti?ng Anh nghi v?n: Frog; Goldenback | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Phoenix Butterfly,Phoenix Butterfly,C?n ti?ng Anh nghi v?n: Butterfly; Phoenix | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hukou Mine,Hukou Mine,C?n ti?ng Anh nghi v?n: Hukou; Mine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vanguard Junrock,Vanguard Junrock,C?n ti?ng Anh nghi v?n: Junrock; Vanguard | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fission Junrock,Fission Junrock,C?n ti?ng Anh nghi v?n: Fission; Junrock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rupture Warrior,Rupture Warrior,C?n ti?ng Anh nghi v?n: Rupture; Warrior | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Snip Snap,Snip Snap,C?n ti?ng Anh nghi v?n: Snap; Snip | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Zig Zag,Zig Zag,C?n ti?ng Anh nghi v?n: Zag; Zig | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Whiff Whoosh,Whiff Whoosh,C?n ti?ng Anh nghi v?n: Whiff; Whoosh | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tic Tac,Tic Tac,C?n ti?ng Anh nghi v?n: Tac; Tic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impulse Predator,Impulse Predator,C?n ti?ng Anh nghi v?n: Impulse; Predator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spectra Prism,Spectra Prism,C?n ti?ng Anh nghi v?n: Prism; Spectra | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rupture Prism,Rupture Prism,C?n ti?ng Anh nghi v?n: Prism; Rupture | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stonewall Bracer,Stonewall Bracer,C?n ti?ng Anh nghi v?n: Bracer; Stonewall | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flute Instrumentalist,Flute Instrumentalist,C?n ti?ng Anh nghi v?n: Flute; Instrumentalist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tambourine Instrumentalist,Tambourine Instrumentalist,C?n ti?ng Anh nghi v?n: Instrumentalist; Tambourine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chasm Guardian,Chasm Guardian,C?n ti?ng Anh nghi v?n: Chasm; Guardian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thunder Squama,Thunder Squama,C?n ti?ng Anh nghi v?n: Squama; Thunder | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pneuma Predator,Pneuma Predator,C?n ti?ng Anh nghi v?n: Pneuma; Predator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rocksteady Guardian,Rocksteady Guardian,C?n ti?ng Anh nghi v?n: Guardian; Rocksteady | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sabyr Boar,Sabyr Boar,C?n ti?ng Anh nghi v?n: Boar; Sabyr | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Roseshroom (Immature),Roseshroom (Immature),C?n ti?ng Anh nghi v?n: Immature; Roseshroom | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Roseshroom (Mature),Roseshroom (Mature),C?n ti?ng Anh nghi v?n: Mature; Roseshroom | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inferno Rider,Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spearback Ursa,Spearback Ursa,C?n ti?ng Anh nghi v?n: Spearback; Ursa | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Frostbite Tertoise,Frostbite Tertoise,C?n ti?ng Anh nghi v?n: Frostbite; Tertoise | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calamity Class,Calamity Class,C?n ti?ng Anh nghi v?n: Calamity; Class | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calamity Class,Calamity Class,C?n ti?ng Anh nghi v?n: Calamity; Class | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Feilian Beringal,Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Work Brief,Work Brief,C?n ti?ng Anh nghi v?n: Brief; Work | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Knell Garden,Knell Garden,C?n ti?ng Anh nghi v?n: Garden; Knell | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Voice of Tolling,Giọng nói of Tolling,C?n ti?ng Anh nghi v?n: of; Tolling | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Maintanence Records,Maintanence Records,C?n ti?ng Anh nghi v?n: Maintanence; Records | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Emergency Evacuation Notice,Emergency Evacuation Thông báo,C?n ti?ng Anh nghi v?n: Emergency; Evacuation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Package List,Package List,C?n ti?ng Anh nghi v?n: List; Package | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Jiaping's Diary,Jiaping's Diary,C?n ti?ng Anh nghi v?n: Diary; Jiaping's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
A joke,A joke,C?n ti?ng Anh nghi v?n: A; joke | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Expressway Bulletin,Expressway Bulletin,C?n ti?ng Anh nghi v?n: Bulletin; Expressway | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exiles' Slogan,Exiles' Slogan,C?n ti?ng Anh nghi v?n: Exiles'; Slogan | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Personal Journal,Personal Journal,C?n ti?ng Anh nghi v?n: Journal; Personal | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Survey Report,Survey Report,C?n ti?ng Anh nghi v?n: Report; Survey | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dumpling Coupon,Dumpling Coupon,C?n ti?ng Anh nghi v?n: Coupon; Dumpling | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Union EXP,Union EXP,C?n ti?ng Anh nghi v?n: EXP; Union | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacetite Coin,Tacetite Coin,C?n ti?ng Anh nghi v?n: Coin; Tacetite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Acceptance Privileges,Acceptance Privileges,C?n ti?ng Anh nghi v?n: Acceptance; Privileges | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crystallized Solvent,Crystallized Solvent,C?n ti?ng Anh nghi v?n: Crystallized; Solvent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mystery Code,Mystery Code,C?n ti?ng Anh nghi v?n: Code; Mystery | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shattered Tacecrux,Shattered Tacecrux,C?n ti?ng Anh nghi v?n: Shattered; Tacecrux | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thunderbank Tacecrux,Thunderbank Tacecrux,C?n ti?ng Anh nghi v?n: Tacecrux; Thunderbank | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Elegy Tacecrux,Elegy Tacecrux,C?n ti?ng Anh nghi v?n: Elegy; Tacecrux | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fury Tacecrux,Fury Tacecrux,C?n ti?ng Anh nghi v?n: Fury; Tacecrux | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Overclocked Tacecrux,Overclocked Tacecrux,C?n ti?ng Anh nghi v?n: Overclocked; Tacecrux | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unending Destruction,Unending Destruction,C?n ti?ng Anh nghi v?n: Destruction; Unending | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lotus Head,Lotus Head,C?n ti?ng Anh nghi v?n: Head; Lotus | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Creeping Fig,Creeping Fig,C?n ti?ng Anh nghi v?n: Creeping; Fig | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Corn Poppy,Corn Poppy,C?n ti?ng Anh nghi v?n: Corn; Poppy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Frosted Bell,Frosted Bell,C?n ti?ng Anh nghi v?n: Bell; Frosted | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Violet Viburnum,Violet Viburnum,C?n ti?ng Anh nghi v?n: Viburnum; Violet | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Golden Bell,Golden Bell,C?n ti?ng Anh nghi v?n: Bell; Golden | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Snow Greens,Snow Greens,C?n ti?ng Anh nghi v?n: Greens; Snow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pearl Grass,Pearl Grass,C?n ti?ng Anh nghi v?n: Grass; Pearl | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cloud Dew,Cloud Dew,C?n ti?ng Anh nghi v?n: Cloud; Dew | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lingdong Flower,Lingdong Flower,C?n ti?ng Anh nghi v?n: Flower; Lingdong | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fragrant Grass,Fragrant Grass,C?n ti?ng Anh nghi v?n: Fragrant; Grass | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Orchid Eclipse,Orchid Eclipse,C?n ti?ng Anh nghi v?n: Eclipse; Orchid | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lantern Flower,Lantern Flower,C?n ti?ng Anh nghi v?n: Flower; Lantern | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Jinse Shell,Jinse Shell,C?n ti?ng Anh nghi v?n: Jinse; Shell | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rain Snail,Rain Snail,C?n ti?ng Anh nghi v?n: Rain; Snail | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Indigo Pansy,Indigo Pansy,C?n ti?ng Anh nghi v?n: Indigo; Pansy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cliff Fairy,Cliff Fairy,C?n ti?ng Anh nghi v?n: Cliff; Fairy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dragon Bead,Dragon Bead,C?n ti?ng Anh nghi v?n: Bead; Dragon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flower Shroom,Flower Shroom,C?n ti?ng Anh nghi v?n: Flower; Shroom | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fire Molt,Fire Molt,C?n ti?ng Anh nghi v?n: Fire; Molt | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crane Feather,Crane Feather,C?n ti?ng Anh nghi v?n: Crane; Feather | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crafting Material,Crafting Material,C?n ti?ng Anh nghi v?n: Crafting; Material | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crafting Material,Crafting Material,C?n ti?ng Anh nghi v?n: Crafting; Material | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Raw Meat,Raw Meat,C?n ti?ng Anh nghi v?n: Meat; Raw | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Phoenix Butterfly,Phoenix Butterfly,C?n ti?ng Anh nghi v?n: Butterfly; Phoenix | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
