en_source,vn_translate,loi_du_doan
"Reach 10,000 in Stability Accords to unlock",Đạt 10.000 điểm trong Stability Accords để mở khóa,C?n ti?ng Anh nghi v?n: Accords; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Cetus the Tidebreaker,Cetus the Tidebreaker,C?n ti?ng Anh nghi v?n: Cetus; Tidebreaker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Resonator Nursing Unit,Resonator Nursing Unit,C?n ti?ng Anh nghi v?n: Nursing; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Rover: Aero's Waveband,Rover: Aero's Waveband,C?n ti?ng Anh nghi v?n: Aero's; Waveband | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Fusion-resistant Spray,Fusion-resistant Spray,C?n ti?ng Anh nghi v?n: resistant; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Aero-resistant Spray,Aero-resistant Spray,C?n ti?ng Anh nghi v?n: resistant; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Electro-resistant Spray,Electro-resistant Spray,C?n ti?ng Anh nghi v?n: resistant; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Glacio-resistant Spray,Glacio-resistant Spray,C?n ti?ng Anh nghi v?n: resistant; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Spectro-resistant Spray,Spectro-resistant Spray,C?n ti?ng Anh nghi v?n: resistant; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Havoc-resistant Spray,Havoc-resistant Spray,C?n ti?ng Anh nghi v?n: resistant; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Fusion Interference Potion,Fusion Interference Potion,C?n ti?ng Anh nghi v?n: Interference; Potion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Aero Interference Potion,Aero Interference Potion,C?n ti?ng Anh nghi v?n: Interference; Potion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Electro Interference Potion,Electro Interference Potion,C?n ti?ng Anh nghi v?n: Interference; Potion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Glacio Interference Potion,Glacio Interference Potion,C?n ti?ng Anh nghi v?n: Interference; Potion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Spectro Interference Potion,Spectro Interference Potion,C?n ti?ng Anh nghi v?n: Interference; Potion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Havoc Interference Potion,Havoc Interference Potion,C?n ti?ng Anh nghi v?n: Interference; Potion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Elite Class Clamorlings or Tranquilites,Clamorlings hoặc Tranquilites Hạng Cao,C?n ti?ng Anh nghi v?n: Clamorlings; Tranquilites | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Elite Class influenced by the Dark Tide,Hạng Cao bị ảnh hưởng bởi Dark Tide,C?n ti?ng Anh nghi v?n: Dark; Tide | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Shorekeeper's Waveband,The Shorekeeper's Waveband,C?n ti?ng Anh nghi v?n: Shorekeeper's; Waveband | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Casket Sonar Use Permit: Jinzhou,Giấy phép Sử dụng Casket Sonar: Jinzhou,C?n ti?ng Anh nghi v?n: Casket; Sonar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Casket Sonar Use Permit: Rinascita,Giấy phép sử dụng Casket Sonar: Rinascita,C?n ti?ng Anh nghi v?n: Casket; Sonar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Data Bank experience,Kinh nghiệm Data Bank,C?n ti?ng Anh nghi v?n: Bank; Data | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Sonance Casket: Ragunna,Sonance Casket: Ragunna,C?n ti?ng Anh nghi v?n: Casket; Sonance | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Sonance Casket: Septimont,Sonance Casket: Septimont,C?n ti?ng Anh nghi v?n: Casket; Sonance | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Strife Tacet Core,Strife Tacet Core,C?n ti?ng Anh nghi v?n: Core; Strife | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Thundering Tacet Core,Thundering Tacet Core,C?n ti?ng Anh nghi v?n: Core; Thundering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Elegy Tacet Core,Elegy Tacet Core,C?n ti?ng Anh nghi v?n: Core; Elegy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Rage Tacet Core,Rage Tacet Core,C?n ti?ng Anh nghi v?n: Core; Rage | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Netherworld's Stare,The Netherworld's Stare,C?n ti?ng Anh nghi v?n: Netherworld's; Stare | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Echo Frequency Chip,Echo Frequency Chip,C?n ti?ng Anh nghi v?n: Chip; Frequency | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Broken Tacet Wave,Broken Tacet Wave,C?n ti?ng Anh nghi v?n: Broken; Wave | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Unborn Echoes I,Unborn Echoes I,C?n ti?ng Anh nghi v?n: I; Unborn | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Medium Resonance Potion,Medium Resonance Potion,C?n ti?ng Anh nghi v?n: Medium; Potion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Advanced Resonance Potion,Advanced Resonance Potion,C?n ti?ng Anh nghi v?n: Advanced; Potion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Premium Resonance Potion,Premium Resonance Potion,C?n ti?ng Anh nghi v?n: Potion; Premium | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Purchase Connoisseur Channel,Mua Connoisseur Channel,C?n ti?ng Anh nghi v?n: Channel; Connoisseur | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Echo Development Bundle,Echo Development Bundle,C?n ti?ng Anh nghi v?n: Bundle; Development | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Echo Development Bundle,Echo Development Bundle,C?n ti?ng Anh nghi v?n: Bundle; Development | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Nimbus Chorale: Soil of Abundance,The Nimbus Chorale: Đất Phì Nhiêu,C?n ti?ng Anh nghi v?n: Chorale; Nimbus | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Nimbus Chorale: Order of Nature,The Nimbus Chorale: Trật Tự Tự Nhiên,C?n ti?ng Anh nghi v?n: Chorale; Nimbus | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Stargazing with Camellya at Location A,Ngắm sao cùng Camellya tại Địa điểm A,C?n ti?ng Anh nghi v?n: A; Camellya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Stargazing with Camellya at Location A,Ngắm sao cùng Camellya tại Địa điểm A,C?n ti?ng Anh nghi v?n: A; Camellya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"""Modunasha: The Finale""","""Modunasha: The Finale""",C?n ti?ng Anh nghi v?n: Finale; Modunasha | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Stargazing with Camellya at Location A,Ngắm sao cùng Camellya tại Địa điểm A,C?n ti?ng Anh nghi v?n: A; Camellya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Unlocked Sundial,The Unlocked Sundial,C?n ti?ng Anh nghi v?n: Sundial; Unlocked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Huanglong Omelette Recipe,Huanglong Omelette Recipe,C?n ti?ng Anh nghi v?n: Omelette; Recipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Unworthy Dreams,The Unworthy Dreams,C?n ti?ng Anh nghi v?n: Dreams; Unworthy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Torn pages from Central Plains,Trang giấy rách từ Central Plains,C?n ti?ng Anh nghi v?n: Central; Plains | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Torn pages from Desorock Highland,Trang giấy rách từ Desorock Highland,C?n ti?ng Anh nghi v?n: Desorock; Highland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Data Chip collected from Norfall Barrens,Mảnh Dữ Liệu thu thập từ Norfall Barrens,C?n ti?ng Anh nghi v?n: Barrens; Norfall | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Jinzhou Folklore Journal,Jinzhou Folklore Journal,C?n ti?ng Anh nghi v?n: Folklore; Journal | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Jinzhou Skewers Recipe,Jinzhou Skewers Recipe,C?n ti?ng Anh nghi v?n: Recipe; Skewers | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Jinzhou Stew Recipe,Jinzhou Stew Recipe,C?n ti?ng Anh nghi v?n: Recipe; Stew | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Jinzhou Maocai Recipe,Jinzhou Maocai Recipe,C?n ti?ng Anh nghi v?n: Maocai; Recipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Ragunna Espresso Recipe,Ragunna Espresso Recipe,C?n ti?ng Anh nghi v?n: Espresso; Recipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Unanalyzed Awakening Module VI,Unanalyzed Awakening Mô-đun VI,C?n ti?ng Anh nghi v?n: Awakening; Unanalyzed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Background music for the Central Hub,Nhạc nền cho Central Hub,C?n ti?ng Anh nghi v?n: Central; Hub | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Maiden's Sword Techniques,The Maiden's Kiếm Techniques,C?n ti?ng Anh nghi v?n: Maiden's; Techniques | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Fusion Resistance Spray,Fusion Resistance Spray,C?n ti?ng Anh nghi v?n: Resistance; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Aero Resistance Spray,Aero Resistance Spray,C?n ti?ng Anh nghi v?n: Resistance; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Electro Resistance Spray,Electro Resistance Spray,C?n ti?ng Anh nghi v?n: Resistance; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Glacio Resistance Spray,Glacio Resistance Spray,C?n ti?ng Anh nghi v?n: Resistance; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Spectro Resistance Spray,Spectro Resistance Spray,C?n ti?ng Anh nghi v?n: Resistance; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Havoc Resistance Spray,Havoc Resistance Spray,C?n ti?ng Anh nghi v?n: Resistance; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Spectro Petrol Recipe,Spectro Petrol Recipe,C?n ti?ng Anh nghi v?n: Petrol; Recipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Havoc Petrol Recipe,Havoc Petrol Recipe,C?n ti?ng Anh nghi v?n: Petrol; Recipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Fusion Petrol Recipe,Fusion Petrol Recipe,C?n ti?ng Anh nghi v?n: Petrol; Recipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Glacio Petrol Recipe,Glacio Petrol Recipe,C?n ti?ng Anh nghi v?n: Petrol; Recipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Aero Petrol Recipe,Aero Petrol Recipe,C?n ti?ng Anh nghi v?n: Petrol; Recipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Electro Petrol Recipe,Electro Petrol Recipe,C?n ti?ng Anh nghi v?n: Petrol; Recipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Between the Waves,Between the Waves,C?n ti?ng Anh nghi v?n: Between; Waves | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Echoes of Destruction,Echoes of Destruction,C?n ti?ng Anh nghi v?n: Destruction; of | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Song of KU-Roro,Bài Ca KU-Roro,C?n ti?ng Anh nghi v?n: KU; Roro | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Idyllic Refuge,The Idyllic Refuge,C?n ti?ng Anh nghi v?n: Idyllic; Refuge | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Midnight Elegy,The Midnight Elegy,C?n ti?ng Anh nghi v?n: Elegy; Midnight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Nimbus Chorale,The Nimbus Chorale,C?n ti?ng Anh nghi v?n: Chorale; Nimbus | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
An Unfinished Song,An Unfinished Song,C?n ti?ng Anh nghi v?n: An; Unfinished | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
An Unfinished Song,An Unfinished Song,C?n ti?ng Anh nghi v?n: An; Unfinished | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
An Unfinished Song,An Unfinished Song,C?n ti?ng Anh nghi v?n: An; Unfinished | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
An Unfinished Song,An Unfinished Song,C?n ti?ng Anh nghi v?n: An; Unfinished | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Second Departure,The Second Departure,C?n ti?ng Anh nghi v?n: Departure; Second | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Treasure Map to Sword of Courage,Bản đồ kho báu dẫn đến Kiếm of Courage,C?n ti?ng Anh nghi v?n: Courage; of | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Rinascita Commemorative Stamp,Rinascita Commemorative Stamp,C?n ti?ng Anh nghi v?n: Commemorative; Stamp | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Torn pages from Thessaleo Fells,Trang sách rách từ Thessaleo Fells,C?n ti?ng Anh nghi v?n: Fells; Thessaleo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Torn pages from the Hallowed Reach,Trang sách rách từ Hallowed Reach,C?n ti?ng Anh nghi v?n: Hallowed; Reach | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Torn pages from Nimbus Sanctum,Trang sách rách từ Nimbus Sanctum,C?n ti?ng Anh nghi v?n: Nimbus; Sanctum | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
<i>Lonely SOL-3: The Complete Guide to Ragunna</i>,<i>Lonely SOL-3: Hướng Dẫn Toàn Tập Về Ragunna</i>,C?n ti?ng Anh nghi v?n: Lonely; SOL | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Sentinel Jué - Early Access,Sentinel Jué - Early Access,C?n ti?ng Anh nghi v?n: Access; Early | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Glacio Eroded Coin,Glacio Eroded Coin,C?n ti?ng Anh nghi v?n: Coin; Eroded | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Fusion Eroded Coin,Fusion Eroded Coin,C?n ti?ng Anh nghi v?n: Coin; Eroded | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Electro Eroded Coin,Electro Eroded Coin,C?n ti?ng Anh nghi v?n: Coin; Eroded | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Aero Eroded Coin,Aero Eroded Coin,C?n ti?ng Anh nghi v?n: Coin; Eroded | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Spectro Eroded Coin,Spectro Eroded Coin,C?n ti?ng Anh nghi v?n: Coin; Eroded | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Havoc Eroded Coin,Havoc Eroded Coin,C?n ti?ng Anh nghi v?n: Coin; Eroded | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Bouton de Rose Shop,Cửa Hàng Bouton de Rose,C?n ti?ng Anh nghi v?n: Bouton; Rose | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Universal Salve VI,Universal Salve VI,C?n ti?ng Anh nghi v?n: Salve; Universal | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Lost Beyond,The Lost Beyond,C?n ti?ng Anh nghi v?n: Beyond; Lost | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Exact Resonance I,Exact Resonance I,C?n ti?ng Anh nghi v?n: Exact; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Exact Resonance II,Exact Resonance II,C?n ti?ng Anh nghi v?n: Exact; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
A Debt Note,A Debt Ghi chú,C?n ti?ng Anh nghi v?n: A; Debt | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
An Unsent Note,An Unsent Ghi chú,C?n ti?ng Anh nghi v?n: An; Unsent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 5,000 Journey Points in ""Starpaths Intertwined""","Đạt 5.000 Điểm Hành trình trong ""Starpaths Intertwined""
```",C?n ti?ng Anh nghi v?n: Intertwined; Starpaths | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Defeat Void Storm TDs,Đánh bại Void Storm TD,C?n ti?ng Anh nghi v?n: Storm; Void | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Shimmer Comes,The Shimmer Comes,C?n ti?ng Anh nghi v?n: Comes; Shimmer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Morning, Resonator Recipe","Morning, Resonator Recipe",C?n ti?ng Anh nghi v?n: Morning; Recipe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Route Constructor Racing Challenge in Silent Crag,Thử Thách Đua Xe Xây Dựng Tuyến Đường tại Silent Crag,C?n ti?ng Anh nghi v?n: Crag; Silent | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Hiyuki recounts her encounters with the Fractsidus, and the situation in Ashinohara…",Hiyuki kể lại những cuộc gặp gỡ với Fractsidus và tình hình ở Ashinohara…,C?n ti?ng Anh nghi v?n: Ashinohara; Hiyuki | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Fusion Dreadmane Minor,Fusion Dreadmane Minor,C?n ti?ng Anh nghi v?n: Dreadmane; Minor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Fusion Dreadmane Minor,Fusion Dreadmane Minor,C?n ti?ng Anh nghi v?n: Dreadmane; Minor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Fusion Dreadmane Minor,Fusion Dreadmane Minor,C?n ti?ng Anh nghi v?n: Dreadmane; Minor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Fusion Dreadmane Minor,Fusion Dreadmane Minor,C?n ti?ng Anh nghi v?n: Dreadmane; Minor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Rock Valley Resonance,Rock Valley Resonance,C?n ti?ng Anh nghi v?n: Rock; Valley | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Battle Song Rhythm,Battle Song Rhythm,C?n ti?ng Anh nghi v?n: Battle; Rhythm | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Broadblade prototype: REGULARIZATION,Broadblade prototype: REGULARIZATION,C?n ti?ng Anh nghi v?n: prototype; REGULARIZATION | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Smallblade prototype: SPEAR,Smallblade prototype: SPEAR,C?n ti?ng Anh nghi v?n: prototype; SPEAR | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Rectifier prototype: SEQUENCE,Rectifier prototype: SEQUENCE,C?n ti?ng Anh nghi v?n: prototype; SEQUENCE | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Carve the stone,Carve the stone,C?n ti?ng Anh nghi v?n: Carve; stone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Carve the stone,Carve the stone,C?n ti?ng Anh nghi v?n: Carve; stone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Carve the stone,Carve the stone,C?n ti?ng Anh nghi v?n: Carve; stone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Carve the stone,Carve the stone,C?n ti?ng Anh nghi v?n: Carve; stone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Carve the stone,Carve the stone,C?n ti?ng Anh nghi v?n: Carve; stone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Break the skies,Break the skies,C?n ti?ng Anh nghi v?n: Break; skies | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Three Fratellis' Challenge - Seamrock,Challenge Ba Anh Em Fratelli - Seamrock,C?n ti?ng Anh nghi v?n: Challenge; Seamrock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
The Three Fratellis' Challenge - Seamrock,Challenge Ba Anh Em Fratelli - Seamrock,C?n ti?ng Anh nghi v?n: Challenge; Seamrock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
The Three Fratellis' Challenge - Seamrock,Challenge Ba Anh Em Fratelli - Seamrock,C?n ti?ng Anh nghi v?n: Challenge; Seamrock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
The Three Fratellis' Challenge - Seamrock,Challenge Ba Anh Em Fratelli - Seamrock,C?n ti?ng Anh nghi v?n: Challenge; Seamrock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
The Three Fratellis' Challenge - Seamrock,Challenge Ba Anh Em Fratelli - Seamrock,C?n ti?ng Anh nghi v?n: Challenge; Seamrock | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"Unique Effect: When the Resonator is in the Boost state, attacking continuously increases their ATK and Max HP.","Hiệu ứng Đặc biệt: Khi **Resonator** ở trạng thái **Boost**, tấn công liên tục sẽ tăng **ATK** và **Max HP** của họ.",C?n ti?ng Anh nghi v?n: Boost; Max | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"Unique Effect: When Stability reaches Critical State, all Resonators in the team gain a Shield and become immune to Stability DMG. This effect can only be triggered <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=time P=times SapTag=2} per exploration.","Hiệu ứng Đặc biệt: Khi Độ Stability đạt trạng thái Nguy Kịch, tất cả Resonators trong đội sẽ nhận Shield và miễn nhiễm với sát thương Độ Stability. Hiệu ứng này chỉ có thể kích hoạt <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=lần P=lần SapTag=2} mỗi lần thám hiểm.",C?n ti?ng Anh nghi v?n: Shield; Stability | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.429 | M?c ??: 12.29
"Unique Effect: When Stability reaches the Critical State, all Resonators in the team gain a Shield and become immune to Stability DMG. This effect can only be triggered <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=time P=times SapTag=2} per exploration.","Hiệu ứng Đặc biệt: Khi Độ Stability đạt trạng thái Nguy Kịch, tất cả Resonators trong đội sẽ nhận Shield và miễn nhiễm với sát thương Độ Stability. Hiệu ứng này chỉ có thể kích hoạt <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=lần P=lần SapTag=2} mỗi lần thám hiểm.",C?n ti?ng Anh nghi v?n: Shield; Stability | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.429 | M?c ??: 12.29
