en_source,vn_translate,loi_du_doan
Activity Points Introduction,Activity Points Introduction,C?n ti?ng Anh nghi v?n: Activity; Introduction; Points | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Character Introduction: Taoqi,Character Introduction: Taoqi,C?n ti?ng Anh nghi v?n: Character; Introduction; Taoqi | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Character Introduction: Taoqi,Character Introduction: Taoqi,C?n ti?ng Anh nghi v?n: Character; Introduction; Taoqi | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Character Introduction: Taoqi,Character Introduction: Taoqi,C?n ti?ng Anh nghi v?n: Character; Introduction; Taoqi | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Character Introduction: Taoqi,Character Introduction: Taoqi,C?n ti?ng Anh nghi v?n: Character; Introduction; Taoqi | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Birthday Blessing Feature,Birthday Blessing Feature,C?n ti?ng Anh nghi v?n: Birthday; Blessing; Feature | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bell-Borne Geochelone,Bell-Borne Geochelone,C?n ti?ng Anh nghi v?n: Bell; Borne; Geochelone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Violet-Feathered Heron,Violet-Feathered Heron,C?n ti?ng Anh nghi v?n: Feathered; Heron; Violet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cyan-Feathered Heron,Cyan-Feathered Heron,C?n ti?ng Anh nghi v?n: Cyan; Feathered; Heron | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Overdash,Tactical Hologram: Overdash,C?n ti?ng Anh nghi v?n: Hologram; Overdash; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Encryption Block: I,Encryption Block: I,C?n ti?ng Anh nghi v?n: Block; Encryption; I | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Explosive Charge: I,Explosive Charge: I,C?n ti?ng Anh nghi v?n: Charge; Explosive; I | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Explosive Charge: II,Explosive Charge: II,C?n ti?ng Anh nghi v?n: Charge; Explosive; II | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Magnetic Cube: I,Magnetic Cube: I,C?n ti?ng Anh nghi v?n: Cube; I; Magnetic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fragile Surface Rock,Fragile Surface Rock,C?n ti?ng Anh nghi v?n: Fragile; Rock; Surface | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Toxic Fog Concentration,Toxic Fog Concentration,C?n ti?ng Anh nghi v?n: Concentration; Fog; Toxic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Detonate,Tactical Hologram: Detonate,C?n ti?ng Anh nghi v?n: Detonate; Hologram; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overdash Track Modules,Overdash Track Modules,C?n ti?ng Anh nghi v?n: Modules; Overdash; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Banner of Conquest,Banner of Conquest,C?n ti?ng Anh nghi v?n: Banner; Conquest; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Battle Engagement Points,Battle Engagement Points,C?n ti?ng Anh nghi v?n: Battle; Engagement; Points | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dream Contagion: Kerasaur,Dream Contagion: Kerasaur,C?n ti?ng Anh nghi v?n: Contagion; Dream; Kerasaur | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dream Contagion: Drakes,Dream Contagion: Drakes,C?n ti?ng Anh nghi v?n: Contagion; Drakes; Dream | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dream Contagion: Gladiators,Dream Contagion: Gladiators,C?n ti?ng Anh nghi v?n: Contagion; Dream; Gladiators | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Destroying Tidal Blight,Destroying Tidal Blight,C?n ti?ng Anh nghi v?n: Blight; Destroying; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hero's Slash II,Hero's Slash II,C?n ti?ng Anh nghi v?n: Hero's; II; Slash | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hero's Rend II,Hero's Rend II,C?n ti?ng Anh nghi v?n: Hero's; II; Rend | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hero's Rend I,Hero's Rend I,C?n ti?ng Anh nghi v?n: Hero's; I; Rend | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bitter Resentment II,Bitter Resentment II,C?n ti?ng Anh nghi v?n: Bitter; II; Resentment | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bitter Resentment II,Bitter Resentment II,C?n ti?ng Anh nghi v?n: Bitter; II; Resentment | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Speedrail: Collecting Points,Speedrail: Collecting Points,C?n ti?ng Anh nghi v?n: Collecting; Points; Speedrail | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Speedrail: Switching Rails,Speedrail: Switching Rails,C?n ti?ng Anh nghi v?n: Rails; Speedrail; Switching | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vitreum Dancer: Slowdown,Vitreum Dancer: Slowdown,C?n ti?ng Anh nghi v?n: Dancer; Slowdown; Vitreum | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hero's Impact: Slash,Hero's Impact: Slash,C?n ti?ng Anh nghi v?n: Hero's; Impact; Slash | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sonance Casket Delivery,Sonance Casket Delivery,C?n ti?ng Anh nghi v?n: Casket; Delivery; Sonance | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Simulation Training Ground,Simulation Training Ground,C?n ti?ng Anh nghi v?n: Ground; Simulation; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Zoom Camera: I,Zoom Camera: I,C?n ti?ng Anh nghi v?n: Camera; I; Zoom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Transform into the Inferno Rider: II,Biến Hình thành Inferno Rider: II,C?n ti?ng Anh nghi v?n: II; Inferno; Rider | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Transform into the Inferno Rider: I,Biến Hình thành Inferno Rider: I,C?n ti?ng Anh nghi v?n: I; Inferno; Rider | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ultrasonic Pulse Chip,Ultrasonic Pulse Chip,C?n ti?ng Anh nghi v?n: Chip; Pulse; Ultrasonic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Zoom Camera: II,Zoom Camera: II,C?n ti?ng Anh nghi v?n: Camera; II; Zoom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Zoom Camera: III,Zoom Camera: III,C?n ti?ng Anh nghi v?n: Camera; III; Zoom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Throw Tacetite Fulminate,Throw Tacetite Fulminate,C?n ti?ng Anh nghi v?n: Fulminate; Tacetite; Throw | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Encryption Block: II,Encryption Block: II,C?n ti?ng Anh nghi v?n: Block; Encryption; II | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vine Trap: I,Vine Trap: I,C?n ti?ng Anh nghi v?n: I; Trap; Vine | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vine Trap: II,Vine Trap: II,C?n ti?ng Anh nghi v?n: II; Trap; Vine | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Transform into Mourning Aix: I,Biến Hình Thành Mourning Aix: I,C?n ti?ng Anh nghi v?n: Aix; I; Mourning | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Transform into Mourning Aix: II,Biến Hình Thành Mourning Aix: II,C?n ti?ng Anh nghi v?n: Aix; II; Mourning | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Transform into Mourning Aix: III,Biến Hình Thành Mourning Aix: III,C?n ti?ng Anh nghi v?n: Aix; III; Mourning | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Alloy Smelt II,Alloy Smelt II,C?n ti?ng Anh nghi v?n: Alloy; II; Smelt | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
By Moon's Grace,By Moon's Grace,C?n ti?ng Anh nghi v?n: By; Grace; Moon's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lodge Wishes Rules,Lodge Wishes Rules,C?n ti?ng Anh nghi v?n: Lodge; Rules; Wishes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Magnetic Cube: II,Magnetic Cube: II,C?n ti?ng Anh nghi v?n: Cube; II; Magnetic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Magnetic Cube: III,Magnetic Cube: III,C?n ti?ng Anh nghi v?n: Cube; III; Magnetic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Photonvault & Photon Barrier,Photonvault & Photon Barrier,C?n ti?ng Anh nghi v?n: Barrier; Photon; Photonvault | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Ski,Tactical Hologram: Ski,C?n ti?ng Anh nghi v?n: Hologram; Ski; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Offering Site Entrance,Offering Site Entrance,C?n ti?ng Anh nghi v?n: Entrance; Offering; Site | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Missing Ice Cube,Missing Ice Cube,C?n ti?ng Anh nghi v?n: Cube; Ice; Missing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Breaking Ice Walls,Breaking Ice Walls,C?n ti?ng Anh nghi v?n: Breaking; Ice; Walls | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Breaking Ice Caps,Breaking Ice Caps,C?n ti?ng Anh nghi v?n: Breaking; Caps; Ice | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Offering Site Entrance,Offering Site Entrance,C?n ti?ng Anh nghi v?n: Entrance; Offering; Site | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Malfunctioning Stone Lift,Malfunctioning Stone Lift,C?n ti?ng Anh nghi v?n: Lift; Malfunctioning; Stone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Malfunctioning Stone Lift,Malfunctioning Stone Lift,C?n ti?ng Anh nghi v?n: Lift; Malfunctioning; Stone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lollo Campaign: Rerun,Lollo Campaign: Rerun,C?n ti?ng Anh nghi v?n: Campaign; Lollo; Rerun | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Avoiding Red Rings,Avoiding Red Rings,C?n ti?ng Anh nghi v?n: Avoiding; Red; Rings | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"New Event ""Fairy Tale's Finale"" Available!","Sự kiện mới ""Fairy Tale's Finale"" đã mở!",C?n ti?ng Anh nghi v?n: Fairy; Finale; Tale's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
HA: Charged I,HA: Charged I,C?n ti?ng Anh nghi v?n: Charged; HA; I | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
HA: Charged II,HA: Charged II,C?n ti?ng Anh nghi v?n: Charged; HA; II | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sentry Construct: Gargoyle,Sentry Construct: Gargoyle,C?n ti?ng Anh nghi v?n: Construct; Gargoyle; Sentry | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hecate: Limbo Rondo,Hecate: Limbo Rondo,C?n ti?ng Anh nghi v?n: Hecate; Limbo; Rondo | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sentry Construct: Gargoyle,Sentry Construct: Gargoyle,C?n ti?ng Anh nghi v?n: Construct; Gargoyle; Sentry | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hecate: Limbo Rondo,Hecate: Limbo Rondo,C?n ti?ng Anh nghi v?n: Hecate; Limbo; Rondo | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Gondola: Waterfall Surge,Gondola: Waterfall Surge,C?n ti?ng Anh nghi v?n: Gondola; Surge; Waterfall | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Morph Painting Restoration,Morph Painting Restoration,C?n ti?ng Anh nghi v?n: Morph; Painting; Restoration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dream Patrol: Roseshroom,Dream Patrol: Roseshroom,C?n ti?ng Anh nghi v?n: Dream; Patrol; Roseshroom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stained Glass Restoration,Stained Glass Restoration,C?n ti?ng Anh nghi v?n: Glass; Restoration; Stained | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vault Defense Laser,Vault Defense Laser,C?n ti?ng Anh nghi v?n: Defense; Laser; Vault | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overflowing Palette I,Overflowing Palette I,C?n ti?ng Anh nghi v?n: I; Overflowing; Palette | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overflowing Palette II,Overflowing Palette II,C?n ti?ng Anh nghi v?n: II; Overflowing; Palette | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overflowing Palette III,Overflowing Palette III,C?n ti?ng Anh nghi v?n: III; Overflowing; Palette | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Gondola: Waterfall Surge,Gondola: Waterfall Surge,C?n ti?ng Anh nghi v?n: Gondola; Surge; Waterfall | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare Cloud: Ordinary,Nightmare Cloud: Ordinary,C?n ti?ng Anh nghi v?n: Cloud; Nightmare; Ordinary | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare Cloud: Sequential,Nightmare Cloud: Sequential,C?n ti?ng Anh nghi v?n: Cloud; Nightmare; Sequential | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dreamscape Node Tutorial,Dreamscape Node Tutorial,C?n ti?ng Anh nghi v?n: Dreamscape; Node; Tutorial | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fae Ignis from Dreamscape,Fae Ignis Từ Dreamscape,C?n ti?ng Anh nghi v?n: Dreamscape; Fae; Ignis | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Plushie Squad Synergy,Plushie Squad Synergy,C?n ti?ng Anh nghi v?n: Plushie; Squad; Synergy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Plushie Squad Dismissed,Plushie Squad Dismissed,C?n ti?ng Anh nghi v?n: Dismissed; Plushie; Squad | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blade of Faith,Blade of Faith,C?n ti?ng Anh nghi v?n: Blade; Faith; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stake of Imbalance,Stake of Imbalance,C?n ti?ng Anh nghi v?n: Imbalance; of; Stake | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Leaving Altar's Range,Leaving Altar's Range,C?n ti?ng Anh nghi v?n: Altar's; Leaving; Range | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vault Surveillance Camera,Vault Surveillance Camera,C?n ti?ng Anh nghi v?n: Camera; Surveillance; Vault | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dream Patrol: Nightmare,Dream Patrol: Nightmare,C?n ti?ng Anh nghi v?n: Dream; Nightmare; Patrol | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fishing Boat Wheel,Fishing Boat Wheel,C?n ti?ng Anh nghi v?n: Boat; Fishing; Wheel | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fishing Boat Wheel,Fishing Boat Wheel,C?n ti?ng Anh nghi v?n: Boat; Fishing; Wheel | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Using Clearance Device,Using Clearance Device,C?n ti?ng Anh nghi v?n: Clearance; Device; Using | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Controlling Vitreum Dancers,Controlling Vitreum Dancers,C?n ti?ng Anh nghi v?n: Controlling; Dancers; Vitreum | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Avinoleum Travel Atlas,Avinoleum Travel Atlas,C?n ti?ng Anh nghi v?n: Atlas; Avinoleum; Travel | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overflowing Picture Book,Overflowing Picture Book,C?n ti?ng Anh nghi v?n: Book; Overflowing; Picture | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overflowing Palette: Colorblocks,Overflowing Palette: Colorblocks,C?n ti?ng Anh nghi v?n: Colorblocks; Overflowing; Palette | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dream Patrol: Capitaneus,Dream Patrol: Capitaneus,C?n ti?ng Anh nghi v?n: Capitaneus; Dream; Patrol | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Changing Gravity Direction,Changing Gravity Direction,C?n ti?ng Anh nghi v?n: Changing; Direction; Gravity | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Avoiding Lightning Strikes,Avoiding Lightning Strikes,C?n ti?ng Anh nghi v?n: Avoiding; Lightning; Strikes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Spiral Column Drain,Spiral Column Drain,C?n ti?ng Anh nghi v?n: Column; Drain; Spiral | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Spiral Column Drain,Spiral Column Drain,C?n ti?ng Anh nghi v?n: Column; Drain; Spiral | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cubie Derby: Warmup,Cubie Derby: Warmup,C?n ti?ng Anh nghi v?n: Cubie; Derby; Warmup | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Conquer Abbowser Castle,Conquer Abbowser Castle,C?n ti?ng Anh nghi v?n: Abbowser; Castle; Conquer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Conquering Abbowser's Castle,Conquering Abbowser's Castle,C?n ti?ng Anh nghi v?n: Abbowser's; Castle; Conquering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Collecting Data Modules,Collecting Data Modules,C?n ti?ng Anh nghi v?n: Collecting; Data; Modules | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Equipping Data Modules,Equipping Data Modules,C?n ti?ng Anh nghi v?n: Data; Equipping; Modules | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Pad Stacking Rules,Pad Stacking Rules,C?n ti?ng Anh nghi v?n: Pad; Rules; Stacking | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Using Synergy Burst,Using Synergy Burst,C?n ti?ng Anh nghi v?n: Burst; Synergy; Using | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Cube, Cubic n Cubie","Cube, Cubic và Cubie",C?n ti?ng Anh nghi v?n: Cube; Cubic; Cubie | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Banner of Victory,Banner of Victory,C?n ti?ng Anh nghi v?n: Banner; of; Victory | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Holy Summon: Retribution,Holy Summon: Retribution,C?n ti?ng Anh nghi v?n: Holy; Retribution; Summon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mysterious Light Dots,Mysterious Light Dots,C?n ti?ng Anh nghi v?n: Dots; Light; Mysterious | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Anchoring - Holding Hands,Anchoring - Holding Hands,C?n ti?ng Anh nghi v?n: Anchoring; Hands; Holding | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mysterious Light Dots,Mysterious Light Dots,C?n ti?ng Anh nghi v?n: Dots; Light; Mysterious | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Game restart is required for Ray Tracing settings to take effect,Cần khởi động lại game để cài đặt Ray Tracing có hiệu lực,C?n ti?ng Anh nghi v?n: game; Ray; Tracing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Clearing Frequency Contamination,Clearing Frequency Contamination,C?n ti?ng Anh nghi v?n: Clearing; Contamination; Frequency | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
World Crossing: Distortion,World Crossing: Distortion,C?n ti?ng Anh nghi v?n: Crossing; Distortion; World | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tidespawn: Paradise Shelter,Tidespawn: Paradise Shelter,C?n ti?ng Anh nghi v?n: Paradise; Shelter; Tidespawn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
World Crossing: Battle,World Crossing: Battle,C?n ti?ng Anh nghi v?n: Battle; Crossing; World | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dark Tide's Influence,Dark Tide's Influence,C?n ti?ng Anh nghi v?n: Dark; Influence; Tide's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Breaking Paradise Shelter,Breaking Paradise Shelter,C?n ti?ng Anh nghi v?n: Breaking; Paradise; Shelter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sub-Memory Zone,Sub-Memory Zone,C?n ti?ng Anh nghi v?n: Memory; Sub; Zone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Freeze Frame Challenges,Freeze Frame Challenges,C?n ti?ng Anh nghi v?n: Challenges; Frame; Freeze | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sub-Memory Zone,Sub-Memory Zone,C?n ti?ng Anh nghi v?n: Memory; Sub; Zone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Honami City: Loot,Honami City: Loot,C?n ti?ng Anh nghi v?n: City; Honami; Loot | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Honami City: Stability,Honami City: Stability,C?n ti?ng Anh nghi v?n: City; Honami; Stability | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Obtaining Namipon Stickers,Obtaining Namipon Stickers,C?n ti?ng Anh nghi v?n: Namipon; Obtaining; Stickers | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Namipon's Sparkling Water,Namipon's Sparkling Water,C?n ti?ng Anh nghi v?n: Namipon's; Sparkling; Water | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Namipon Sticker Set,Namipon Sticker Set,C?n ti?ng Anh nghi v?n: Namipon; Set; Sticker | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Irideglow Contamination I,Irideglow Contamination I,C?n ti?ng Anh nghi v?n: Contamination; I; Irideglow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Irideglow Contamination II,Irideglow Contamination II,C?n ti?ng Anh nghi v?n: Contamination; II; Irideglow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Contaminated Capsule Machine,Contaminated Capsule Machine,C?n ti?ng Anh nghi v?n: Capsule; Contaminated; Machine | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Namipon Telephone Booth,Namipon Telephone Booth,C?n ti?ng Anh nghi v?n: Booth; Namipon; Telephone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Synchronization,Tactical Hologram: Synchronization,C?n ti?ng Anh nghi v?n: Hologram; Synchronization; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
