en_source,vn_translate,loi_du_doan
Formulation of Courage,Formulation of Courage,C?n ti?ng Anh nghi v?n: Courage; Formulation; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Compound of Courage,Compound of Courage,C?n ti?ng Anh nghi v?n: Compound; Courage; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Solution of Courage,Solution of Courage,C?n ti?ng Anh nghi v?n: Courage; of; Solution | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Class-4 Gearwheel Core,Class-4 Gearwheel Core,C?n ti?ng Anh nghi v?n: Class; Core; Gearwheel | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Class-3 Gearwheel Core,Class-3 Gearwheel Core,C?n ti?ng Anh nghi v?n: Class; Core; Gearwheel | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Class-2 Gearwheel Core,Class-2 Gearwheel Core,C?n ti?ng Anh nghi v?n: Class; Core; Gearwheel | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Class-1 Gearwheel Core,Class-1 Gearwheel Core,C?n ti?ng Anh nghi v?n: Class; Core; Gearwheel | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Premium Alloy Locknut,Premium Alloy Locknut,C?n ti?ng Anh nghi v?n: Alloy; Locknut; Premium | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sub-Stable Hydrogen,Sub-Stable Hydrogen,C?n ti?ng Anh nghi v?n: Hydrogen; Stable; Sub | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Premium Fuel Cell,Premium Fuel Cell,C?n ti?ng Anh nghi v?n: Cell; Fuel; Premium | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Premium Impulse Core,Premium Impulse Core,C?n ti?ng Anh nghi v?n: Core; Impulse; Premium | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Modulation Keycode · Accurate,Modulation Keycode · Accurate,C?n ti?ng Anh nghi v?n: Accurate; Keycode; Modulation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Monthly Option Voucher,Monthly Option Voucher,C?n ti?ng Anh nghi v?n: Monthly; Option; Voucher | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Impulse Variable Star,Impulse Variable Star,C?n ti?ng Anh nghi v?n: Impulse; Star; Variable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Burst Variable Star,Burst Variable Star,C?n ti?ng Anh nghi v?n: Burst; Star; Variable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Heat Absorption Device,Heat Absorption Device,C?n ti?ng Anh nghi v?n: Absorption; Device; Heat | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crude Sound Material,Crude Sound Material,C?n ti?ng Anh nghi v?n: Crude; Material; Sound | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Oddly Shaped Key,Oddly Shaped Key,C?n ti?ng Anh nghi v?n: Key; Oddly; Shaped | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rusted Data Card,Rusted Data Card,C?n ti?ng Anh nghi v?n: Card; Data; Rusted | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mature Cliff Fairy,Mature Cliff Fairy,C?n ti?ng Anh nghi v?n: Cliff; Fairy; Mature | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Suspicious Sound Material,Suspicious Sound Material,C?n ti?ng Anh nghi v?n: Material; Sound; Suspicious | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Blazing Prairie"" Excerpts","""Blazing Prairie"" Excerpts",C?n ti?ng Anh nghi v?n: Blazing; Excerpts; Prairie | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Unanalyzed Data Sources,Unanalyzed Data Sources,C?n ti?ng Anh nghi v?n: Data; Sources; Unanalyzed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sound Capture Device,Sound Capture Device,C?n ti?ng Anh nghi v?n: Capture; Device; Sound | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Snow Crane's Picture,Snow Crane's Picture,C?n ti?ng Anh nghi v?n: Crane's; Picture; Snow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Active Tacetite Sample,Active Tacetite Sample,C?n ti?ng Anh nghi v?n: Active; Sample; Tacetite | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dragon Beard Crisp,Dragon Beard Crisp,C?n ti?ng Anh nghi v?n: Beard; Crisp; Dragon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Salted Milk Tea,Salted Milk Tea,C?n ti?ng Anh nghi v?n: Milk; Salted; Tea | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shuyun Herbal Tea,Shuyun Herbal Tea,C?n ti?ng Anh nghi v?n: Herbal; Shuyun; Tea | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Garlic Sauce Bird,Garlic Sauce Bird,C?n ti?ng Anh nghi v?n: Bird; Garlic; Sauce | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Chili Meat Slices,Chili Meat Slices,C?n ti?ng Anh nghi v?n: Chili; Meat; Slices | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shroom 'n' Shovel,Shroom 'n' Shovel,C?n ti?ng Anh nghi v?n: n'; Shovel; Shroom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Silk Candied Caltrops,Silk Candied Caltrops,C?n ti?ng Anh nghi v?n: Caltrops; Candied; Silk | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Aureate Fried Rice,Aureate Fried Rice,C?n ti?ng Anh nghi v?n: Aureate; Fried; Rice | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fragrant Fish Soup,Fragrant Fish Soup,C?n ti?ng Anh nghi v?n: Fish; Fragrant; Soup | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stir-Fried Tacecrux,Stir-Fried Tacecrux,C?n ti?ng Anh nghi v?n: Fried; Stir; Tacecrux | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crispy Roasted Squab,Crispy Roasted Squab,C?n ti?ng Anh nghi v?n: Crispy; Roasted; Squab | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sweet & Sour Tenderloin,Sweet & Sour Tenderloin,C?n ti?ng Anh nghi v?n: Sour; Sweet; Tenderloin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Helmet Flatbread,Recipe: Helmet Flatbread,C?n ti?ng Anh nghi v?n: Flatbread; Helmet; Recipe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Xiangsu Salad,Recipe: Xiangsu Salad,C?n ti?ng Anh nghi v?n: Recipe; Salad; Xiangsu | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Shredded Crownless,Recipe: Shredded Crownless,C?n ti?ng Anh nghi v?n: Crownless; Recipe; Shredded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Honeysuckle Tea,Recipe: Honeysuckle Tea,C?n ti?ng Anh nghi v?n: Honeysuckle; Recipe; Tea | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Fragrant Tea,Recipe: Fragrant Tea,C?n ti?ng Anh nghi v?n: Fragrant; Recipe; Tea | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Dragon Dumplings,Recipe: Dragon Dumplings,C?n ti?ng Anh nghi v?n: Dragon; Dumplings; Recipe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Tiancheng Feast,Recipe: Tiancheng Feast,C?n ti?ng Anh nghi v?n: Feast; Recipe; Tiancheng | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Tacetreite Pastry,Recipe: Tacetreite Pastry,C?n ti?ng Anh nghi v?n: Pastry; Recipe; Tacetreite | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Kudzu Congee,Recipe: Kudzu Congee,C?n ti?ng Anh nghi v?n: Congee; Kudzu; Recipe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Caltrop Sparrow,Recipe: Caltrop Sparrow,C?n ti?ng Anh nghi v?n: Caltrop; Recipe; Sparrow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Caltrop Porridge,Recipe: Caltrop Porridge,C?n ti?ng Anh nghi v?n: Caltrop; Porridge; Recipe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Tiancheng Maocai,Recipe: Tiancheng Maocai,C?n ti?ng Anh nghi v?n: Maocai; Recipe; Tiancheng | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Perching Dragon,Recipe: Perching Dragon,C?n ti?ng Anh nghi v?n: Dragon; Perching; Recipe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Paragon Tofu,Recipe: Paragon Tofu,C?n ti?ng Anh nghi v?n: Paragon; Recipe; Tofu | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Morri Pot,Recipe: Morri Pot,C?n ti?ng Anh nghi v?n: Morri; Pot; Recipe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Recipe: Hukou Tofu,Recipe: Hukou Tofu,C?n ti?ng Anh nghi v?n: Hukou; Recipe; Tofu | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sweet & Sour Sauce,Sweet & Sour Sauce,C?n ti?ng Anh nghi v?n: Sauce; Sour; Sweet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rusted Data Card,Rusted Data Card,C?n ti?ng Anh nghi v?n: Card; Data; Rusted | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rusted Data Card,Rusted Data Card,C?n ti?ng Anh nghi v?n: Card; Data; Rusted | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rusted Data Card,Rusted Data Card,C?n ti?ng Anh nghi v?n: Card; Data; Rusted | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Modulation exchange token,Modulation exchange token,C?n ti?ng Anh nghi v?n: exchange; Modulation; token | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Monthly option certificate,Monthly option certificate,C?n ti?ng Anh nghi v?n: certificate; Monthly; option | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Variable Star Certificate,Variable Star Certificate,C?n ti?ng Anh nghi v?n: Certificate; Star; Variable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Composition ingredient-decoction,Composition ingredient-decoction,C?n ti?ng Anh nghi v?n: Composition; decoction; ingredient | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Composition result-potion,Composition result-potion,C?n ti?ng Anh nghi v?n: Composition; potion; result | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Composition ingredient-construction,Composition ingredient-construction,C?n ti?ng Anh nghi v?n: Composition; construction; ingredient | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Geohide Saurian Minor,Geohide Saurian Minor,C?n ti?ng Anh nghi v?n: Geohide; Minor; Saurian | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Violet-Feathered Heron,Violet-Feathered Heron,C?n ti?ng Anh nghi v?n: Feathered; Heron; Violet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cyan-Feathered Heron,Cyan-Feathered Heron,C?n ti?ng Anh nghi v?n: Cyan; Feathered; Heron | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Geohide Saurian Major,Geohide Saurian Major,C?n ti?ng Anh nghi v?n: Geohide; Major; Saurian | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rupture Dreadmane Major,Rupture Dreadmane Major,C?n ti?ng Anh nghi v?n: Dreadmane; Major; Rupture | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bell-Borne Geochelone,Bell-Borne Geochelone,C?n ti?ng Anh nghi v?n: Bell; Borne; Geochelone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Light orbs collected,Light orbs collected,C?n ti?ng Anh nghi v?n: collected; Light; orbs | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Moon Shooter"" failed","""Moon Shooter"" failed",C?n ti?ng Anh nghi v?n: failed; Moon; Shooter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Moon Shooter"" Completed","""Moon Shooter"" Completed",C?n ti?ng Anh nghi v?n: Completed; Moon; Shooter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Twin-Winged Wardens,Twin-Winged Wardens,C?n ti?ng Anh nghi v?n: Twin; Wardens; Winged | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Twin-Winged Wardens,Twin-Winged Wardens,C?n ti?ng Anh nghi v?n: Twin; Wardens; Winged | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial 1,Yhoran's Tactical Trial 1,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Knock over Hoartoise: {挑战2统计}/6,Knock over Hoartoise: {挑战2统计}/6,C?n ti?ng Anh nghi v?n: Hoartoise; Knock; over | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial 2,Yhoran's Tactical Trial 2,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial 3,Yhoran's Tactical Trial 3,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial 4,Yhoran's Tactical Trial 4,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial 5,Yhoran's Tactical Trial 5,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial 6,Yhoran's Tactical Trial 6,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial First-Clear Reward 1,Phần Thưởng Hoàn Thành Lần Đầu Yhoran's Tactical Trial 1,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial First-Clear Reward 2,Phần Thưởng Hoàn Thành Lần Đầu Yhoran's Tactical Trial 2,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial First-Clear Reward 3,Phần Thưởng Hoàn Thành Lần Đầu Yhoran's Tactical Trial 3,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial First-Clear Reward 4,Phần Thưởng Hoàn Thành Lần Đầu Yhoran's Tactical Trial 4,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial First-Clear Reward 5,Phần Thưởng Hoàn Thành Lần Đầu Yhoran's Tactical Trial 5,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial First-Clear Reward 6,Phần thưởng lần đầu vượt ải Yhoran's Tactical Trial 6,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial 0,Yhoran's Tactical Trial 0,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial 7,Yhoran's Tactical Trial 7,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yhoran's Tactical Trial 7: First-Clear Rewards,Yhoran's Tactical Trial 7: Phần Thưởng Hoàn Thành Lần Đầu,C?n ti?ng Anh nghi v?n: Tactical; Trial; Yhoran's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Touch the Necrostar Core,Touch vào Core Necrostar,C?n ti?ng Anh nghi v?n: Core; Necrostar; Touch | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Trio of Drakes,Trio of Drakes,C?n ti?ng Anh nghi v?n: Drakes; of; Trio | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Trio of Drakes,Trio of Drakes,C?n ti?ng Anh nghi v?n: Drakes; of; Trio | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Trio of Drakes,Trio of Drakes,C?n ti?ng Anh nghi v?n: Drakes; of; Trio | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Half Points: --,Second Half Points: --,C?n ti?ng Anh nghi v?n: Half; Points; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vitreum Dancer Duo,Vitreum Dancer Duo,C?n ti?ng Anh nghi v?n: Dancer; Duo; Vitreum | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Knight of Vanity,Knight of Vanity,C?n ti?ng Anh nghi v?n: Knight; of; Vanity | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Observe Hadrian's Gladiator,Observe Hadrian's Gladiator,C?n ti?ng Anh nghi v?n: Gladiator; Hadrian's; Observe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
