priority,phrase,count,sample_file,sample_key,sample_translation,sample_source
3,or,12,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0009.json,Dango_SkillPage_SkillShortDes_Shouanren,Xúc xắc <color=Highlight>only roll a 2 or 3</color>.,The dice will <color=Highlight>only roll a 2 or 3</color>.
3,photochromic flux,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term150903_Desc,"Khi trúng mục tiêu bằng <color=Highlight>Photochromic Flux</color>, <color=Highlight>Basic Attack - Polychrome Leap</color>, <color=Highlight>Basic Attack - Iridescent Splash</color> hoặc <color=Highlight>Basic Attack - Visual Impact</color>, gây hiệu ứng <color=Highlight>Intro Skill - Time to Show Some Colors!</color>. Khi Lynae ở trạng thái <color=Highlight>Photochromic Flux</color>/<color=Highlight>Tune Rupture - Shifting</color>, <color=Highlight>Tune Strain - Shifting</color> sẽ gây <color=Highlight>Resonance Mode - Tune Rupture</color>/<color=Highlight>Resonance Mode - Tune Strain</color> lên mục tiêu trong 25 giây.","Inflict <color=Highlight>Photochromic Flux</color> when hitting a target with <color=Highlight>Basic Attack - Polychrome Leap</color>, <color=Highlight>Basic Attack - Iridescent Splash</color>, <color=Highlight>Basic Attack - Visual Impact</color> and <color=Highlight>Intro Skill - Time to Show Some Colors!</color>. <color=Highlight>Photochromic Flux</color> inflicts <color=Highlight>Tune Rupture - Shifting</color>/<color=Highlight>Tune Strain - Shifting</color> on targets for 25s when Lynae is "
3,pilgrim's sail,12,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0040.json,POI_LGNJR_11_28,"Thông thường, chỉ có thể đến Điểm Kết Thúc của Kẻ Ăn Năn bằng thuyền Pilgrim's Sail. Nhưng giờ chúng ta đã ở đây, điều đó có nghĩa là...","Typically, you can only reach Penitent's End by taking the Pilgrim's Sail. But now that we're here, that means..."
3,pincer maneuver warriors,12,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Activity_103000001_Title,Pincer Maneuver Warriors I,Pincer Maneuver Warriors I
3,purging flame,12,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0017.json,GuideFocusNew_1409_Content,"Khi <color=#8c7e51>Sinflame</color> đầy, sử dụng <color=#8c7e51>Resonance Skill - Ascent of Malice</color> sẽ đưa Galbrena vào trạng thái <color=#8c7e51>Demon Hypostasis</color>. Trong trạng thái <color=#8c7e51>Demon Hypostasis</color>, các kỹ năng sẽ tiêu hao <color=#8c7e51>Purging Flame</color> khi trúng mục tiêu.","When <color=#8c7e51>Sinflame</color> is full, casting <color=#8c7e51>Resonance Skill - Ascent of Malice</color> sends Galbrena into <color=#8c7e51>Demon Hypostasis</color>. Skills consume <color=#8c7e51>Purging Flame</color> on hit while in <color=#8c7e51>Demon Hypostasis</color> ."
3,rabelle college,12,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0091.json,NPC_LBEXB_21_1,"Giáo sư Clemency, trước đây bà có từng là sinh viên của Rabelle College không?","Professor Clemency, were you once a student at Rabelle College?"
3,red light,12,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0206.json,ComboTeaching_15040103_DescriptionTitle,Lumi - <color=#d4bf5f>Red Light: Mid-air Attack</color>,Lumi - <color=#d4bf5f>Red Light: Mid-air Attack</color> Tutorial
3,rhombus i,12,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0113.json,ItemInfo_87400111_Name,Phoebe Sticker - Rhombus I,Phoebe Sticker - Rhombus I
3,rupture prism,12,mistral_translate_work\split_by_prompt\json\ui\lang_calabash\lang_calabash__ui__part_0001.json,16,Rupture Prism,Rupture Prism
3,spectra prism,12,mistral_translate_work\split_by_prompt\json\ui\lang_calabash\lang_calabash__ui__part_0001.json,22,Spectra Prism,Spectra Prism
3,successful dodges,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0006.json,BlackRaid_1_Chanllenge_3,"<color=Highlight>Successful Dodges</color> gây Sát Thương Khu Vực và <color=Highlight>extend</color> thời gian thử thách. Thực hiện <color=Highlight>Counterattacks</color> sẽ <color=Highlight>greatly extends</color> thời gian thử thách, trong khi <color=ThreatHigh>taking damage</color> sẽ làm giảm thời gian thử thách.","<color=Highlight>Successful Dodges</color> deal AoE DMG and <color=Highlight>extend</color> the challenge time. Launching <color=Highlight>Counterattacks</color> <color=Highlight>greatly extends</color> the challenge time, while <color=ThreatHigh>taking damage</color> reduces the challenge time."
3,tambourine instrumentalist,12,mistral_translate_work\split_by_prompt\json\ui\lang_calabash\lang_calabash__ui__part_0001.json,19,Tambourine Instrumentalist,Tambourine Instrumentalist
3,thunder wedge,12,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_1109_Content,Yuanwu nhận [Sẵn Sàng] mỗi giây khi Resonance Skill <color=#8c7e51>Thunder Wedge</color> đang tồn tại.,Yuanwu gains [Readiness] every second while Resonance Skill <color=#8c7e51>Thunder Wedge</color> is present.
3,tic tac,12,mistral_translate_work\split_by_prompt\json\ui\lang_calabash\lang_calabash__ui__part_0001.json,9,Tic Tac,Tic Tac
3,tune rupture dmg,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0013.json,Skill_1004407_SkillResume,"<size=40><color=Title>Forte Gauge</color></size>
Mornye tích lũy <color=Highlight>Ground Mode Energy</color> khi ở trên mặt đất và <color=Highlight>Hovering Mode Energy</color> khi ở trên không.
<size=10></size>
<size=40><color=Title>Enhanced Ground Heavy Attack</color></size>
Khi <color=Highlight>Ground Mode Energy</color> đầy, <color=Highlight>Enhanced Ground Heavy Attack</color> sẽ được kích hoạt.
Tiêu hao toàn bộ <color=Highlight>Ground Mode Energy</color> để thực hiện <color=Highlight>Enhanced Ground Heavy Attack</color>, gây <color=Fire>Fusion DMG</color>. Sau đó, chuyển sang <color=Highlight>Hovering Mode</color>.
<size=10></size>
<size=40><color=Title>Hovering Mode</color></size>
<color=Highlight>Hovering Mode</color> kéo dài trong {11} giây.
- Khi vào chế độ này, tạo ra một <color","<size=40><color=Title>Forte Gauge</color></size>
Mornye gains <color=Highlight>Ground Mode Energy</color> while on the ground, and <color=Highlight>Hovering Mode Energy</color> while in the air.
<size=10></size>
<size=40><color=Title>Enhanced Ground Heavy Attack</color></size>
With full <color=Highlight>Ground Mode Energy</color>, <color=Highlight>Enhanced Ground Heavy Attack</color> becomes available.
Consume all <color=Highlight>Ground Mode Energy</color> to cast <color=Highlight>Enhanced Grou"
3,whiteout bitterfrost,12,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0017.json,GuideFocusNew_1526_Content,"Khi <color=Highlight>Whiteout Bitterfrost</color> đạt 3 tầng, <color=Highlight>Heavy Attack - Foreclaimed Self</color> sẽ được thay thế bằng <color=Highlight>Bitterfrost: Foreclaimed Self</color>.","When <color=Highlight>Whiteout Bitterfrost</color> reaches 3 stacks, <color=Highlight>Heavy Attack - Foreclaimed Self</color> is replaced with <color=Highlight>Bitterfrost: Foreclaimed Self</color>."
3,wuthering waves pioneer,12,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,MusicJet_10011_Desc,Wuthering Waves Pioneer Podcast / Yushu,Wuthering Waves Pioneer Podcast / Yushu
3,yumyum haven,12,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0008.json,NpcHeadInfo_26_SecondName,<color=#ffffff>Yumyum Haven</color>,<color=#ffffff>Yumyum Haven</color>
3,about jiyan,11,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0078.json,FavorWord_110413_Title,About Jiyan,About Jiyan
3,adjacent,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0223.json,Farm_Terrain_Effect_1,Tất cả Echo trên Khối Mộng Ảo: Gương Nước được coi là <te href=851055><color=#c79f49>adjacent</color></te>.,All Echoes on Dream Blocks: Watermirror are considered <te href=851055><color=#c79f49>adjacent</color></te> to each other.
3,aria mummer,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0014.json,Guide_LSJ_2_5,"Hello, lữ khách từ phương xa. Tôi là Tommaso, một nhạc sĩ. Đây là Echo đồng hành của tôi, Melody ""Aria Mummer"".","Hello, traveler from afar. My name is Tommaso, and I am a musician. This here is my Echo partner, the ""Aria Mummer"" Melody."
3,banners never fall,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0020.json,GuideFocusNew_875_Content,"Sự kiện ""Banners Never Fall"" đã bắt đầu. {Cus:Ipt,Touch=Touch PC=click Gamepad=press} vào đây để xem Chi Tiết Khu Vực Challenge và phần thưởng.","The ""Banners Never Fall"" event has commenced. {Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} here to check the Challenge Zones and view reward details."
3,beyond imagination,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0002.json,Term850016_Desc,"Khi Roccia đang ở trạng thái <color=Highlight>Beyond Imagination</color> với ít nhất 100 Trí Tưởng, {Cus:Ipt,Touch=tap PC=press Gamepad=press} nút <color=Highlight>Basic Attack</color> để tiêu hao 100 Trí Tưởng và tung chiêu Basic Attack <color=Highlight>Thật sự Fantasy</color>.
- Roccia sẽ thoát khỏi trạng thái này khi không còn ở trên không hoặc bị thay ra khỏi trận đấu.","- When Roccia is in <color=Highlight>Beyond Imagination</color> with at least 100 Imagination, {Cus:Ipt,Touch=tap PC=press Gamepad=press} the <color=Highlight>Basic Attack</color> button to consume 100 Imagination to cast Basic Attack <color=Highlight>Real Fantasy</color>.
- Roccia exits this state when she is not airborne or when switched off the field."
3,collapsar blade,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0216.json,Achievement_301237_Desc,Hạ gục Twin Nova: Collapsar Blade 20 lần.,Defeat Twin Nova: Collapsar Blade 20 times.
3,crimson fragment,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0002.json,Term850039_Desc,"Danjin có thể tích lũy tối đa 120 Hoa Hồng Đỏ.
Danjin nhận được Hoa Hồng Đỏ khi sử dụng Resonance Skill <color=Highlight>Crimson Fragment</color>.","Danjin can hold up to 120 Ruby Blossom.
Danjin obtains Ruby Blossom when using Resonance Skill <color=Highlight>Crimson Fragment</color>."
3,desorock highland,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0198.json,Character_JiYan_23_2,"Một thập kỷ trước, ngay sau khi kết thúc Riverside Games trước đó, một đợt bùng phát TD đột ngột đã tấn công Desorock Highland.","A decade ago, shortly after the conclusion of the previous Riverside Games, a sudden TD Outbreak struck the Desorock Highland."
3,enhanced state,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0010.json,ComboTeaching_16080011_DescriptionContent,"Kích hoạt <color=Highlight>Resonance Liberation</color> sẽ mở khóa <color=Highlight>Enhanced State</color>, trong đó Phrolova sẽ đưa ra các tín hiệu sau.
- <color=Highlight>Cue - Basic Attack</color>: {Cus:Ipt,Touch=tap PC=press Gamepad=press} Kỹ Năng Thường.
- <color=Highlight>Cue - Dodge</color>: {Cus:Ipt,Touch=tap PC=press Gamepad=press} Dodge.
- <color=Highlight>Cue - Curtain Call</color>: {Cus:Ipt,Touch=tap PC=press Gamepad=press} Resonance Liberation.","Casting <color=Highlight>Resonance Liberation</color> unlocks the <color=Highlight>Enhanced State</color>, during which Phrolova gives the following cues.
- <color=Highlight>Cue - Basic Attack</color>: {Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} Normal Attack.
- <color=Highlight>Cue - Dodge</color>: {Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} Dodge.
- <color=Highlight>Cue - Curtain Call</color>: {Cus:Ipt,Touch=Tap PC=Press Gamepad=Press} Resonance Liberation."
3,half moon,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0206.json,ComboTeaching_14100005_DescriptionTitle,Iuno: <color=#d4bf5f>Lunar Cycle - Half Moon</color>,Iuno: <color=#d4bf5f>Lunar Cycle - Half Moon</color> Tutorial
3,havoc prism,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0003.json,Term851050_Desc,"Prism Echoes bao gồm: Glacio Prism, Fusion Prism, Havoc Prism, Spectro Prism.","Prism Echoes include: Glacio Prism, Fusion Prism, Havoc Prism, Spectro Prism."
3,havoc warrior,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0015.json,Guide_YFSH_5_9,"À, để tôi nghĩ xem... con mạnh mẽ và ấn tượng nhất quanh đây là... Havoc Warrior! Hãy chụp lại nó!","Ah, let me think... the most formidable and impressive one around here is... Havoc Warrior! Let's capture it!"
3,hocus pocus,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0206.json,GuideTutorialPage_32030_Content,"Cuddle Wuddle có thể kết hợp với Diggy Duggy, Hocus Pocus hoặc Lottie Lost để thực hiện đòn tấn công liên hoàn.","Cuddle Wuddle can team up with Diggy Duggy, Hocus Pocus, or Lottie Lost to perform combo attacks."
3,impulse predator,11,mistral_translate_work\split_by_prompt\json\ui\lang_calabash\lang_calabash__ui__part_0001.json,3,Impulse Predator,Impulse Predator
3,instant response,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0020.json,Skill_1004601_SkillDescribe,"<size=40><color=Title>Basic Attack - Aemeath</color></size>
Thực hiện tối đa 4 đòn tấn công liên tiếp, gây <color=Fire>Fusion DMG</color>.
<size=10></size>
<size=40><color=Title>Heavy Attack - Aemeath</color></size>
Giữ <color=Highlight>Normal Attack</color> để tích năng lượng bằng cách tiêu hao STA, thả ra để tung <color=Highlight>Heavy Attack - Aemeath: Charged I</color>, gây <color=Fire>Fusion DMG</color>.
Giữ <color=Highlight>Normal Attack</color> lâu hơn để tung <color=Highlight>Heavy Attack - Aemeath: Charged II</color>, gây <color=Fire>Fusion DMG</color> cao hơn.
Khi ở trạng thái <color=Highlight><te href=121001>Instant Response</te></color>, <color=Highlight>Heavy Attack - Aemeath: Charged II</color> tích năng lượng nhanh hơn. Sử dụng <color=Highlight>Heavy Attack - Aemeath: Charge","<size=40><color=Title>Basic Attack - Aemeath</color></size>
Perform up to 4 consecutive attacks, dealing <color=Fire>Fusion DMG</color>.
<size=10></size>
<size=40><color=Title>Heavy Attack - Aemeath</color></size>
Hold <color=Highlight>Normal Attack</color> to charge the attack by consuming STA, release to cast <color=Highlight>Heavy Attack - Aemeath: Charged I</color>, dealing <color=Fire>Fusion DMG</color>.
Hold <color=Highlight>Normal Attack</color> longer to cast <color=Highlight>Heavy Attac"
3,iridescent splash,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0017.json,GuideFocusNew_1460_Content,"Khi ở trong <color=Highlight>Kaleidoscopic Parade</color>, <color=Highlight>Basic Attack - Polychrome Leap</color> tiêu hao <color=Highlight>Lumiflow</color> và phục hồi <color=Highlight>True Color</color>. {Cus:Ipt,Touch=tap PC=press Gamepad=press} Normal Attack khi <color=Highlight>True Color</color> đạt tối đa để tung <color=Highlight>Basic Attack - Iridescent Splash</color> hoặc <color=Highlight>Basic Attack - Visual Impact</color>.","While in <color=Highlight>Kaleidoscopic Parade</color>, <color=Highlight>Basic Attack - Polychrome Leap</color> consumes <color=Highlight>Lumiflow</color> and restores <color=Highlight>True Color</color>. {Cus:Ipt,Touch=Tap PC=Press Gamepad=Press} Normal Attack at max <color=Highlight>True Color</color> to cast <color=Highlight>Basic Attack - Iridescent Splash</color> or <color=Highlight>Basic Attack - Visual Impact</color>."
3,jinzhou rising,11,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0029.json,QuestChapter_2_ChapterName,Jinzhou Rising,Jinzhou Rising
3,john wicktorio,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeonEntrance_8700_Description,"John Wicktorio, một tín đồ đã nghỉ hưu và là kế toán của Order, phát hiện Echo yêu quý của mình bị sát hại dã man bởi một nhóm côn đồ.
Quyết tâm đòi lại công bằng và trả thù cho người bạn cũ, ông quay trở lại cuộc chơi để khiến những kẻ thủ ác phải trả giá.","John Wicktorio, a retired acolyte and accountant of the Order, found his cherished Echo brutally killed by some thugs.
Determined to settle the score and avenge his old friend, he's stepping back into the game to make the culprits pay."
3,liondance troupe,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0023.json,FavorGoods_110403_Content,"Chiếc Lock Trường Thọ bí ẩn mà Lingyang đeo khi lần đầu gặp gỡ những người trong <te href=850130>Liondance Troupe</te>.
Sau khi đến thành phố <te href=850091>Jinzhou</te>, Liondance Troupe đã đi khắp các con phố và giúp Lingyang tìm gặp một số thương nhân để hỏi về nguồn gốc chiếc mặt dây chuyền, nhưng vô vọng. Tất cả những gì họ nói chỉ là: ""Đây là một thiết kế cổ mà tôi chưa từng thấy.""
Vì những động tác múa lân mạnh mẽ chắc chắn sẽ làm hỏng nó, Lingyang đã cất giữ chiếc khóa trong một chiếc hộp gỗ an toàn.
Dù ai là người tạo ra nó, chiếc Lock Trường Thọ vẫn mang theo những lời chúc sức khỏe và hạnh phúc. Khi trao nó cho ngươi, Lingyang cũng gửi gắm những mong ước chân thành cho sự bình an của ngươi.","The mysterious Longevity Lock Lingyang was wearing when he first met the <te href=850130>Liondance Troupe</te> people. 
After arriving in <te href=850091>Jinzhou</te> City, the Liondance Troupe traveled the streets and helped Lingyang find several merchants to talk to, trying to work out where the pendant came from, but to no avail. All they heard was, ""It's an ancient design I've never seen before."" 
Considering the vigorous movements of the liondance would inevitably damage it, Lingyang chose "
3,natural resonator,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0023.json,FavorRoleInfo_1104_TalentDoc,"Cơ sở đánh giá: [Đánh Giá Resonance 1888-G]

Tuổi tác và thời điểm thức tỉnh của Resonator Lingyang vẫn chưa xác định, và có vẻ cậu đã thức tỉnh từ rất lâu. Lingyang đã trải qua thời gian dài tiếp xúc với điều kiện môi trường khắc nghiệt và có thể đã kích hoạt Forte một cách tự nhiên trong chiến đấu.

Lingyang mang <te href=850072>Tacet Mark</te> trên cánh tay phải. Không ghi nhận đột biến sau thức tỉnh.

Sức bền và thể lực của cậu vượt trội, có thể do tiếp xúc với môi trường cực đoan. Cậu thể hiện kỹ năng chiến đấu và sinh tồn điêu luyện, nhưng thiếu kinh nghiệm sử dụng Forte do không thường xuyên vận dụng. Cần đánh giá thêm để xác định liệu có cần hướng dẫn sử dụng Forte đúng cách hay không.

Dưới tác động của Forte, giác quan của Lingyang trở nên nhạy bén hơn và cậu có thể tạo ra một tr","Evaluation Basis: [Resonance Assessment 1888-G]
Resonator Lingyang's age and time of Awakening remain uncertain, and he appears to have Awakened a long time ago. Lingyang has endured prolonged exposure to harsh environmental conditions and may have naturally activated his Forte during combat.

Lingyang bears a <te href=850072>Tacet Mark</te> on his right arm. No Post-Awakening mutations have been noted.

His physical endurance and strength are exceptional, likely due to his exposure to extreme e"
3,nimbus wraith,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0045.json,WDSXD_40_3,"Nữ Hoàng Đêm sẽ cất lên điệu nhảy của Nimbus Wraith. Cảm giác này thật kỳ quặc, phải không?","The Night Queen will sing the dance of the Nimbus Wraith. This feels weird, doesn't it?"
3,pneuma predator,11,mistral_translate_work\split_by_prompt\json\ui\lang_calabash\lang_calabash__ui__part_0001.json,23,Pneuma Predator,Pneuma Predator
3,rhombus iii,11,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0113.json,ItemInfo_87400171_Name,Phoebe Sticker - Rhombus III,Phoebe Sticker - Rhombus III
3,route constructor,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3306402_Content,"Sau khi kích hoạt Route Constructor, mạng lưới tuyến đường sẽ tự động tái cấu trúc.
Trong thời gian này, việc tái cấu trúc mạng lưới sẽ tăng Network Activity của khu vực và mở khóa nhiều nội dung mới.","After activating the Route Constructor, the route network will automatically undergo reconstruction.
During this time, route network reconstruction will increase the Network Activity of this area and unlock various new contents."
3,rupture dreadmane major,11,mistral_translate_work\split_by_prompt\json\ui\lang_calabash\lang_calabash__ui__part_0001.json,35,Rupture Dreadmane Major,Rupture Dreadmane Major
3,rupture warrior,11,mistral_translate_work\split_by_prompt\json\ui\lang_calabash\lang_calabash__ui__part_0001.json,5,Rupture Warrior,Rupture Warrior
3,seraphic execution,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term120801_Desc,"Galbrena có thể giữ tối đa {0} điểm <color=Highlight>Afterflame</color>.
Trong <color=Highlight>Threshold State</color>, Galbrena hồi phục <SapTag=1>{1}</SapTag> {Cus:Sap,S=điểm P=điểm SapTag=1} <color=Highlight>Afterflame</color> khi Resonators trong đội sử dụng Skills Echoes gần đó. Các Echoes cùng tên chỉ có thể kích hoạt hiệu ứng này một lần. Hiệu ứng này sẽ được đặt lại khi Galbrena thoát khỏi <color=Highlight>Demon Hypostasis</color>.
Trong thời gian <color=Highlight>Demon Hypostasis</color> diễn ra, mỗi điểm <color=Highlight>Afterflame</color> sẽ tăng sát thương gây ra bởi <color=Highlight>Basic Attack - Seraphic Execution</color>, <color=Highlight>Heavy Attack - Flamewing Verdict</color>, <color=Highlight>Mid-air Attack - Hellsent Barrage</color>, <color=Highlight>Resonance Skill -","Galbrena can hold up to {0} points of <color=Highlight>Afterflame</color>.
In <color=Highlight>Threshold State</color>, Galbrena restores <SapTag=1>{1}</SapTag> {Cus:Sap,S=point P=points SapTag=1} of <color=Highlight>Afterflame</color> when nearby Resonators in the team casts Echo Skills. Echoes with the same name can only trigger this effect once. This effect resets when Galbrena exits <color=Highlight>Demon Hypostasis</color>.
While <color=Highlight>Demon Hypostasis</color> lasts, each point o"
3,shell credit,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0012.json,InstanceDungeon_4044_MapName,Shell Credit,Shell Credit
3,silent crag,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0010.json,PrefabTextItem_2736899867_Text,Silent Crag,Silent Crag
3,singularity expansion,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,HelpText_426_Content,"[Doubled Pawns Matrix: Pilot]
Trong Doubled Pawns Matrix: Pilot, kỹ năng của bạn sẽ được thử thách qua nhiều giai đoạn khó khăn. Đối đầu với kẻ địch và kiếm điểm để nhận những phần thưởng tương ứng.

[Điều Kiện Tham Gia]
Đạt ít nhất 24 Huy Hiệu trong một giai đoạn của Tower of Adversity và đạt ít nhất 3.500 điểm trong một giai đoạn của Dòng Nước Hồi Sinh: Thác Nước Trong Whimpering Wastes tại Whimpering Wastes sau khi phiên bản 3.0 ra mắt.

[Ma Trận]
Doubled Pawns Matrix: Pilot gồm hai Khu Vực: Stability Accords và Singularity Expansion. Kiếm đủ điểm yêu cầu trong Stability Accords để mở khóa Singularity Expansion.

[Stability Accords]
Bạn có thể triển khai tối đa 3 đội. Đánh bại tất cả kẻ địch trong một vòng để hoàn thành thử thách.

[Singularity Expansion]
Không giới hạn số đội bạn có th","[Doubled Pawns Matrix: Pilot]
In Doubled Pawns Matrix: Pilot, your skills will be tested through multiple challenging stages. Confront the enemies and earn points to claim corresponding rewards.

[Eligibility]
Achieve at least 24 Crests in one phase of the Tower of Adversity and reach at least 3,500 points in one phase of the Respawning Waters: Torrents in Whimpering Wastes after 3.0 is released.

[Matrix]
Doubled Pawns Matrix: Pilot consists of two Zones: Stability Accords and Singularity Expan"
3,solo concert,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0207.json,SkillInput_140702_Description,"Sử dụng <color=Highlight>Cosmic Beat</color> để biểu diễn <color=Highlight>Solo Concert</color>: Khi đang ở trên không, {0}+{0}+{0}.","Use <color=Highlight>Cosmic Beat</color> to perform <color=Highlight>Solo Concert</color>: While in mid-air, {0}+{0}+{0}."
3,sweet puff,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0011.json,FunctionCondition_10026015_Desc,Bạn đã mở khóa Sweet Puff. Sử dụng khi ở trên Rachel để bắn các Fishing Spots Cá gần đó và thu thập trực tiếp chiến lợi phẩm tương ứng.,You have unlocked Sweet Puff. Use it while aboard Rachel to blast nearby Fishing Spots and obtain corresponding catches directly.
3,to teach,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,LevelPlay_314800020_QuestScheduleSubTitle_314_3,"Chụp ảnh Qiuyuan đội nón tre

Mẹo nóng từ C-MOSS: Đã ở trạng thái đặc biệt, giữ Normal Attack để tung chiêu Thus Spoke the Blade: To Teach
(Cứ tự do khám phá các cách khác để hoàn thành thử thách nhé)","Photo of Qiuyuan wearing his bamboo hat

C-MOSS's hot tip: Already in special state, hold Normal Attack to cast Thus Spoke the Blade: To Teach
(Feel free to explore other ways to complete the challenge)"
3,tune rupture response,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0013.json,Skill_1004407_SkillResume,"<size=40><color=Title>Forte Gauge</color></size>
Mornye tích lũy <color=Highlight>Ground Mode Energy</color> khi ở trên mặt đất và <color=Highlight>Hovering Mode Energy</color> khi ở trên không.
<size=10></size>
<size=40><color=Title>Enhanced Ground Heavy Attack</color></size>
Khi <color=Highlight>Ground Mode Energy</color> đầy, <color=Highlight>Enhanced Ground Heavy Attack</color> sẽ được kích hoạt.
Tiêu hao toàn bộ <color=Highlight>Ground Mode Energy</color> để thực hiện <color=Highlight>Enhanced Ground Heavy Attack</color>, gây <color=Fire>Fusion DMG</color>. Sau đó, chuyển sang <color=Highlight>Hovering Mode</color>.
<size=10></size>
<size=40><color=Title>Hovering Mode</color></size>
<color=Highlight>Hovering Mode</color> kéo dài trong {11} giây.
- Khi vào chế độ này, tạo ra một <color","<size=40><color=Title>Forte Gauge</color></size>
Mornye gains <color=Highlight>Ground Mode Energy</color> while on the ground, and <color=Highlight>Hovering Mode Energy</color> while in the air.
<size=10></size>
<size=40><color=Title>Enhanced Ground Heavy Attack</color></size>
With full <color=Highlight>Ground Mode Energy</color>, <color=Highlight>Enhanced Ground Heavy Attack</color> becomes available.
Consume all <color=Highlight>Ground Mode Energy</color> to cast <color=Highlight>Enhanced Grou"
