phrase,count,sample_file,sample_key,sample_translation,sample_source
paradox orrery,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0072.json,DIY_FurnitureDic_Name_12,Paradox Orrery,Paradox Orrery
part i,2,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,967,Oriental Springs and Occidental Classics: Part I,Oriental Springs and Occidental Classics: Part I
pass through the,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0002.json,LevelPlay_150800000_InteractContent_886_7,Pass through the Stargate,Pass through the Stargate
passion,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_17,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Fire>Fusion DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Flamecrest Gladiators embody a warrior's undying passion. Wounds become fire, hardship their forge. Battle after battle, they chase a blood-lit path to their truest form.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Fire>Fusion DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Flamecrest Gladiators embody a warrior's undying passion. Wounds become fire, hardship their forge. Battle after battle, they chase a blood-lit path to their truest form.</color>"
person admiring the,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0019.json,Speaker_850415_Name,Person Admiring the Park,Person Admiring the Park
photograph the plushie,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0004.json,LevelPlay_222900022_TakePhotoPosDescription_222_1,Photograph the Plushie Squad,Photograph the Plushie Squad
pick the center,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0028.json,LevelPlay_146850025_InteractContent_146_2,Pick the center chest,Pick the center chest
pick the leftmost,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0028.json,LevelPlay_146850025_InteractContent_146_1,Pick the leftmost chest,Pick the leftmost chest
pick the rightmost,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0028.json,LevelPlay_146850025_InteractContent_146_7,Pick the rightmost chest,Pick the rightmost chest
points to unlock,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,HelpText_122_Content,"Trong chuỗi thử thách này, bạn được mặc định nhận ""Roaming Variable"".
-Kỹ năng Grapple không bước vào Cooldown chiêu trong một khoảng thời gian ngắn sau khi kích hoạt.

<color=Highlight>1. Each Infinite Battle Simulation realm has three Charting Nodes available for challenge.
2. Each Charting Node requires a certain amount of Tactic Points to unlock.
3. Mở Supply Chests to obtain Tactic Points in the Infinite Battle Simulation.</color>","In this series of challenges, you are granted the ""Roaming Variable"" by default.
-The Grapple does not enter Cooldown within a short period after activation.

<color=Highlight>1. Each Infinite Battle Simulation realm has three Charting Nodes available for challenge.
2. Each Charting Node requires a certain amount of Tactic Points to unlock.
3. Open Supply Chests to obtain Tactic Points in the Infinite Battle Simulation.</color>"
power controllers,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0063.json,GuideTutorial_34178_GroupName,Fabricatorium of the Deep: Power Controllers,Fabricatorium of the Deep: Power Controllers
predator and prey,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0033.json,Fishing_EntrustTitle9003,Predator and Prey,Predator and Prey
preferences,2,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0169.json,Event_JXWJ_2_21,Người tham gia có thể <color=yellow>make adjustments to the simulations and customize the difficulty to suit their preferences</color>.,Participants are free to <color=yellow>make adjustments to the simulations and customize the difficulty to suit their preferences</color>.
prey,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_3,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Ice>Glacio DMG</color>.
Khi Lampylumen Myriad gây sát thương, nó sẽ áp đặt 3 tầng hiệu ứng Glacio Chafe lên mục tiêu, kích hoạt mỗi 6 giây.

<color=#767676>An ensnarer that slumbers in a freezing mine pit, obsessed with collecting and imitating sounds. It can imitate human speech through a vibrating hum.
Lampylumen Myriad uses sound as bait to lure its prey, which will be frozen in the deep cold. The loss of warmth and the illusion before dying will cause human beings to pour out their last words, which contain great emotional fluctuations.
For Lampylumen Myriad, this is the frequency of the supreme taste.</color>","The enemy has a <color=HighlightB>higher RES</color> to <color=Ice>Glacio DMG</color>.
When Lampylumen Myriad deals damage, it inflicts 3 stacks of Glacio Chafe on the target, triggered once every 6s.

<color=#767676>An ensnarer that slumbers in a freezing mine pit, obsessed with collecting and imitating sounds. It can imitate human speech through a vibrating hum.
Lampylumen Myriad uses sound as bait to lure its prey, which will be frozen in the deep cold. The loss of warmth and the illusion bef"
prey apart and,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_6,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Ice>Glacio DMG</color> và <color=Wind>Aero DMG</color>.
Tấn công phản đòn Kelpie sẽ làm giảm thêm 50% Concerto Vibrancy của nó.
Khi Kelpie không bị Hóa Đá, toàn bộ Kháng thuộc tính của nó tăng 200%.
Khi Kelpie tấn công mục tiêu, Cooldown chiêu của Resonance Skill và Resonance Liberation của mục tiêu sẽ bị kéo dài thêm 5 giây, kích hoạt mỗi 5 giây một lần.

<color=#767676>A humanoid TD born from the deep sea. Commonly found in all types of waters, it's known for its aggression and ferocity.
It attacks with sharp claws laced with paralytic toxins, then rips its prey apart and swallows them whole.</color>","The enemy has a <color=HighlightB>higher RES</color> against <color=Ice>Glacio DMG</color> and <color=Wind>Aero DMG</color>.
Hitting Kelpie with Counterattack further reduces its Vibration Strength by 50%.
When Kelpie is not Immobilized, its all Attribute RES is increased by 200%.
When Kelpie hits a target, the target's Resonance Skill and Resonance Liberation's cooldown is extended by 5s, triggered once every 5s.

<color=#767676>A humanoid TD born from the deep sea. Commonly found in all types "
pristine white stones,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_20,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Fire>Fusion DMG</color>.
Khi Arsinosa tấn công mục tiêu, STA của mục tiêu sẽ bị giảm 100%, kích hoạt mỗi 10 giây một lần.
Khi bước vào trận chiến, Arsinosa nhận được một Lớp Shield bằng 20% HP tối đa của cô. Nếu không chịu sát thương trong hơn 10 giây, cô sẽ nhận thêm một Lớp Shield bằng 20% HP tối đa.
Khi Arsinosa tấn công mục tiêu, Cooldown chiêu của Resonance Skill và Resonance Liberation của mục tiêu sẽ bị kéo dài thêm 5 giây, kích hoạt mỗi 5 giây một lần.

<color=#767676>Cô ấy guards the City of Glory, a valiant lioness of the arena.
Built with the pristine white stones that Gryphons are carved out of and tempered in the echoes of battle cries and the laughter of heroes.
This is Arsinosa, ever steadfast, watching over Sept","The enemy has a <color=HighlightB>higher RES</color> to <color=Fire>Fusion DMG</color>.
When Arsinosa hits a target, the target's STA is reduced by 100%, triggered once every 10s.
Upon entering the battle, Arsinosa gains a Shield equal to 20% of her Max HP. If she hasn't taken damage for over 10s, she gains a Shield equal to 20% of her Max HP.
When Arsinosa hits a target, the target's Resonance Skill and Resonance Liberation's cooldown is extended by 5s, triggered once every 5s.

<color=#767676>"
protect villagers,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_10,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Thunder>Electro DMG</color>.

<color=#767676>A humanoid Tacet Discord clad in fine attire, wielding a sharp blade and extraordinary might existing only in legends.
Said to be the lost souls of fallen heroes, it was once witnessed slaying other Tacet Discords to protect villagers. Yet such acts were driven purely by an instinctual hunger for battle.
Though it has lost its heart, it stubbornly clings to the vestiges of past honor, wandering the world in solitary defiance.</color>","The enemies have a <color=HighlightB>higher RES</color> against <color=Thunder>Electro DMG</color>.

<color=#767676>A humanoid Tacet Discord clad in fine attire, wielding a sharp blade and extraordinary might existing only in legends.
Said to be the lost souls of fallen heroes, it was once witnessed slaying other Tacet Discords to protect villagers. Yet such acts were driven purely by an instinctual hunger for battle.
Though it has lost its heart, it stubbornly clings to the vestiges of past hon"
protectors with nothing,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_14,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Dark>Havoc DMG</color>.

<color=#767676>A humanoid Tacet Discord clad in fine attire, wielding a sharp blade. Seen only in the pale glow of the moon.
Said to be the lingering shadows of heroes in the old days, their kind retains a chivalrous demeanor even as they decay into TDs.
Glorious knights who have long forgotten their titles. Protectors with nothing to defend, bound by their relentless obsession with honor.</color>","The enemies have a <color=HighlightB>higher RES</color> against <color=Dark>Havoc DMG</color>.

<color=#767676>A humanoid Tacet Discord clad in fine attire, wielding a sharp blade. Seen only in the pale glow of the moon.
Said to be the lingering shadows of heroes in the old days, their kind retains a chivalrous demeanor even as they decay into TDs.
Glorious knights who have long forgotten their titles. Protectors with nothing to defend, bound by their relentless obsession with honor.</color>"
puppet with an,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0017.json,Speaker_798_Name,Puppet with an Adult Man's Giọng nói,Puppet with an Adult Man's Voice
r-right,2,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0090.json,NPC_HBGC_1_9,"R-right... excuse me, about my paperwork...:::Ừm... xin lỗi, về giấy tờ của tớ...","R-right... excuse me, about my paperwork..."
ragunna echoes archive,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0030.json,InfoDisplay_186700013_Title,Ragunna Echoes Archive,Ragunna Echoes Archive
ramp up the,2,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0169.json,Event_JXWJ_2_30,"Với những ai muốn thêm gia vị cho cuộc chơi, sẽ có <color=yellow>selection of Stress Modules available to ramp up the difficulty and throw you in the most extreme scenarios imaginable</color>.","For those looking to spice things up, there'll be a <color=yellow>selection of Stress Modules available to ramp up the difficulty and throw you in the most extreme scenarios imaginable</color>."
realm of resonance,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0021.json,BabelTowerLevel_2_LeveLDes,"Đấu trường Fleurdelys đã được tái cấu trúc!

<color=Highlight>[Shielded Crown]</color>: Khi HP của Fleurdelys lần đầu giảm xuống dưới <color=Highlight>20%</color>, cô sẽ nhận được <color=Highlight>Shield equal to 50% of her Max HP</color>.

<color=Highlight>[Realm]</color>: Đấu trường của Fleurdelys luôn biến đổi. Resonators nhận được hiệu ứng tương ứng khi đứng ở các vùng khác nhau. Khi ở <color=Highlight>Realm of Spear</color> tại trung tâm đấu trường, Resonators <color=Highlight>deal 30% more DMG to shielded enemies</color>. Khi ở <color=Highlight>Realm of Shield</color> bao trùm toàn đấu trường, Resonators <color=Highlight>gain a Shield equal to 10% of their Max HP every 5s</color>, không cộng dồn. Khi ở <color=Highlight>Realm of Resonance</color> di chuyển, tất cả Resonators trong đội","Reconstructed arena for Fleurdelys!

<color=Highlight>[Shielded Crown]</color>: When Fleurdelys's HP drops below <color=Highlight>20%</color> for the first time, she gains a <color=Highlight>Shield equal to 50% of her Max HP</color>.

<color=Highlight>[Realm]</color>: Fleurdelys's arena is always shifting. Resonators gain corresponding buffs when staying in different zones. While in <color=Highlight>Realm of Spear</color> in the center of the arena, Resonators <color=Highlight>deal 30% more DMG "
reason,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_11,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Fire>Fusion DMG</color>.
Gehinom gây Fusion DMG tương đương 4% HP tối đa của mục tiêu mỗi giây lên các mục tiêu xung quanh.
Mỗi khi Gehinom đánh trúng mục tiêu, Cooldown chiêu của Resonance Skill và Resonance Liberation của mục tiêu sẽ bị kéo dài thêm 5 giây, kích hoạt mỗi 5 giây một lần.

<color=#767676>A dragon-like Tacet Discord that haunts the peak of Penitent's End for an unknown reason, devouring all frequencies indiscriminately. Twisted by the frequencies of decay and death it consumes, it now appears as a dreadful, skeletal beast.
Once a sacred place, this island is now a grave of sorrow, and anyone who comes for redemption must face its fire of judgment.
Such is Gehinom, the Dragon of Dirge, whose flames burn to the bo","The enemy has a <color=HighlightB>higher RES</color> against <color=Fire>Fusion DMG</color>.
Gehinom deals Fusion DMG equal to 4% of the targets' Max HP per second to the surrounding targets.
When Gehinom hits a target, the target's Resonance Skill and Resonance Liberation's cooldown is extended by 5s, triggered once every 5s.

<color=#767676>A dragon-like Tacet Discord that haunts the peak of Penitent's End for an unknown reason, devouring all frequencies indiscriminately. Twisted by the freque"
record of the,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0017.json,Speaker_800234_Name,<i>Record of the Conferment Ceremony</i>,<i>Record of the Conferment Ceremony</i>
relentless obsession with,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_14,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Dark>Havoc DMG</color>.

<color=#767676>A humanoid Tacet Discord clad in fine attire, wielding a sharp blade. Seen only in the pale glow of the moon.
Said to be the lingering shadows of heroes in the old days, their kind retains a chivalrous demeanor even as they decay into TDs.
Glorious knights who have long forgotten their titles. Protectors with nothing to defend, bound by their relentless obsession with honor.</color>","The enemies have a <color=HighlightB>higher RES</color> against <color=Dark>Havoc DMG</color>.

<color=#767676>A humanoid Tacet Discord clad in fine attire, wielding a sharp blade. Seen only in the pale glow of the moon.
Said to be the lingering shadows of heroes in the old days, their kind retains a chivalrous demeanor even as they decay into TDs.
Glorious knights who have long forgotten their titles. Protectors with nothing to defend, bound by their relentless obsession with honor.</color>"
requires a certain,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,HelpText_122_Content,"Trong chuỗi thử thách này, bạn được mặc định nhận ""Roaming Variable"".
-Kỹ năng Grapple không bước vào Cooldown chiêu trong một khoảng thời gian ngắn sau khi kích hoạt.

<color=Highlight>1. Each Infinite Battle Simulation realm has three Charting Nodes available for challenge.
2. Each Charting Node requires a certain amount of Tactic Points to unlock.
3. Mở Supply Chests to obtain Tactic Points in the Infinite Battle Simulation.</color>","In this series of challenges, you are granted the ""Roaming Variable"" by default.
-The Grapple does not enter Cooldown within a short period after activation.

<color=Highlight>1. Each Infinite Battle Simulation realm has three Charting Nodes available for challenge.
2. Each Charting Node requires a certain amount of Tactic Points to unlock.
3. Open Supply Chests to obtain Tactic Points in the Infinite Battle Simulation.</color>"
resilient beauty born,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_1,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Thunder>Electro DMG</color>.

<color=#767676>A humanoid Tacet Discord with a body assembled from shattered stained glass. Glittering lights beam from its body with each move. It exudes a resilient beauty born of rebirth through destruction.
The stained glasses that form the Vitreum Dancers are varied and unique, making each Vitreum Dancer a unique existence.</color>","The enemies have a <color=HighlightB>higher RES</color> against <color=Thunder>Electro DMG</color>.

<color=#767676> A humanoid Tacet Discord with a body assembled from shattered stained glass. Glittering lights beam from its body with each move. It exudes a resilient beauty born of rebirth through destruction.
The stained glasses that form the Vitreum Dancers are varied and unique, making each Vitreum Dancer a unique existence.</color>"
resonator switching,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term130606_Desc,"Trong trạng thái <color=Highlight>Sworn Allegiance</color>, thời gian tạm thời ngừng trôi, và <color=Highlight>Resonator switching</color> bị vô hiệu hóa. Chỉ có thể thực hiện <color=Highlight>Sublime is the Sun - Sunborne</color>, <color=Highlight>Sublime is the Sun - Everbright Protector</color> và <color=Highlight>Dodge</color> trong trạng thái <color=Highlight>Sworn Allegiance</color>. <color=Highlight>Mid-air Attacks</color> vẫn có thể thực hiện khi đang ở trên không trong trạng thái này.
- Trong trạng thái <color=Highlight>Sworn Allegiance</color>, <color=Highlight>{Cus:Ipt,Touch=tap PC=press Gamepad=press}</color> hoặc <color=Highlight>giữ Normal Attack</color> để thi triển <color=Highlight>Sublime is the Sun - Sunborne</color>. Augusta có thể đi trên mặt nước mà không tiêu hao STA ","- In the <color=Highlight>Sworn Allegiance</color> state, time is temporarily stopped, and <color=Highlight>Resonator switching</color> is disabled. Only <color=Highlight>Sublime is the Sun - Sunborne</color>, <color=Highlight>Sublime is the Sun - Everbright Protector</color>, and <color=Highlight>Dodge</color> can be performed in the <color=Highlight>Sworn Allegiance</color> state. <color=Highlight>Mid-air Attacks</color> can be performed in this state while airborne.
- In the <color=Highlight>"
restores,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0021.json,BabelDebuff_10000097_BuffDesc,"<color=#b72924ff>Havoc Dreadmane</color> giờ đây <color=#b72924ff>restores 4% of Feilian Beringal's Max HP</color> khi gây sát thương. <color=#5cc96aff>When an enemy is defeated</color>, Resonators trong đội sẽ <color=#5cc96aff>3% of their Max HP</color> khi gây sát thương. Hiệu ứng này kéo dài trong <color=#5cc96aff>10s</color>.","<color=#b72924ff>Havoc Dreadmane</color> now <color=#b72924ff>restores 4% of Feilian Beringal's Max HP</color> when dealing damage. <color=#5cc96aff>When an enemy is defeated</color>, Resonators in the team restore <color=#5cc96aff>3% of their Max HP</color> when dealing damage. This effect lasts for <color=#5cc96aff>10s</color>."
ride the rail,2,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0025.json,Quest_147000002_ChildQuestTip_147_111,Ride the rail để tiếp tục tiến lên,Ride the rail to continue onward
right and wrong,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_8,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Thunder>Electro DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Thundercrest Gladiators wield stormborne might. Unmoved by favor and unbowed by power. Beneath the thunder’s judgment, right and wrong divide.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Thunder>Electro DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Thundercrest Gladiators wield stormborne might. Unmoved by favor and unbowed by power. Beneath the thunder’s judgment, right and wrong divide.</color>"
roccia's,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,HelpText_220_Content,"Trong thử thách này:
<color=Highlight>Roccia's</color> của Roccia không có Cooldown.
Chi phí STA khi bay được giảm.

Buff chính: <color=Highlight>Dash and Plunge Attack</color> triệu hồi Cyclone gây Havoc DMG.","In this challenge:
<color=Highlight>Roccia's</color> Resonance Skill has no cooldown.
Flight STA cost is reduced.

Key Buff: <color=Highlight>Dash and Plunge Attack</color> summon a Cyclone that deals Havoc DMG."
rotted,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_4,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Light>Spectro DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Lightcrest Gladiators uphold the ideal of justice. Họ bow to no tyrant, yield to no shadow. If justice has rotted, they shall forge it anew in light.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Light>Spectro DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Lightcrest Gladiators uphold the ideal of justice. They bow to no tyrant, yield to no shadow. If justice has rotted, they shall forge it anew in light.</color>"
rule nor glory,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_12,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Wind>Aero DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Galecrest Gladiators follow the will of freedom. Bound by neither rule nor glory, they become the blade that severs all chains.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Wind>Aero DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Galecrest Gladiators follow the will of freedom. Bound by neither rule nor glory, they become the blade that severs all chains.</color>"
s defensive modules,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_15,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Ice>Glacio DMG</color>.

<color=#767676>Lumiscale Constructs are composed of Jué's defensive modules, commonly known as ""Loong's Scales.""
Họ are found throughout the Court of Savantae ruins in Mt. Firmament, tasked with eliminating intruders and potential threats to Jué.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Ice>Glacio DMG</color>.

<color=#767676>Lumiscale Constructs are composed of Jué's defensive modules, commonly known as ""Loong's Scales.""
They are found throughout the Court of Savantae ruins in Mt. Firmament, tasked with eliminating intruders and potential threats to Jué.</color>"
s glory for,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_20,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Fire>Fusion DMG</color>.
Khi Arsinosa tấn công mục tiêu, STA của mục tiêu sẽ bị giảm 100%, kích hoạt mỗi 10 giây một lần.
Khi bước vào trận chiến, Arsinosa nhận được một Lớp Shield bằng 20% HP tối đa của cô. Nếu không chịu sát thương trong hơn 10 giây, cô sẽ nhận thêm một Lớp Shield bằng 20% HP tối đa.
Khi Arsinosa tấn công mục tiêu, Cooldown chiêu của Resonance Skill và Resonance Liberation của mục tiêu sẽ bị kéo dài thêm 5 giây, kích hoạt mỗi 5 giây một lần.

<color=#767676>Cô ấy guards the City of Glory, a valiant lioness of the arena.
Built with the pristine white stones that Gryphons are carved out of and tempered in the echoes of battle cries and the laughter of heroes.
This is Arsinosa, ever steadfast, watching over Sept","The enemy has a <color=HighlightB>higher RES</color> to <color=Fire>Fusion DMG</color>.
When Arsinosa hits a target, the target's STA is reduced by 100%, triggered once every 10s.
Upon entering the battle, Arsinosa gains a Shield equal to 20% of her Max HP. If she hasn't taken damage for over 10s, she gains a Shield equal to 20% of her Max HP.
When Arsinosa hits a target, the target's Resonance Skill and Resonance Liberation's cooldown is extended by 5s, triggered once every 5s.

<color=#767676>"
s judgment,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_8,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Thunder>Electro DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Thundercrest Gladiators wield stormborne might. Unmoved by favor and unbowed by power. Beneath the thunder’s judgment, right and wrong divide.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Thunder>Electro DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Thundercrest Gladiators wield stormborne might. Unmoved by favor and unbowed by power. Beneath the thunder’s judgment, right and wrong divide.</color>"
scales with the,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0007.json,bossrush3_1_desc,"<color=#c89a45>Combat Rank Buff: Basic Attack grants Basic Attack Mark. Damage dealt to the immobilized target scales with the number of marks owned.</color>

Tấn công mục tiêu bằng Basic Attack sẽ tăng hiệu suất Tăng Cấp Combat lên <color=#c89a45>20%</color> trong 3 giây, tạo <color=#c89a45>1 stack</color> Đánh Dấu Basic Attack cho tất cả thành viên trong đội và giảm Vibration Strength Động của mục tiêu đi <color=#c89a45>1%</color>.
<size=5> </size>
A: Mỗi điểm Đánh Dấu Basic Attack tăng sát thương của Resonator đang kích hoạt lên mục tiêu bất động thêm <color=#c89a45>2%</color>. Nhận đánh dấu sẽ hồi <color=#c89a45>5</color> Concerto Energy cho Resonator đang kích hoạt.
<size=5> </size>
S: Mỗi điểm Đánh Dấu Basic Attack tăng thêm <color=#c89a45>5%</color> sát thương của Resonator đang kíc","<color=#c89a45>Combat Rank Buff: Basic Attack grants Basic Attack Mark. Damage dealt to the immobilized target scales with the number of marks owned.</color>

Hitting a target with Basic Attack increases Combat Rank efficiency by <color=#c89a45>20%</color> for 3s, grants <color=#c89a45>1 stack</color> of Basic Attack Mark to all team members, and reduces the target's Vibration Strength by <color=#c89a45>1%</color>.
<size=5> </size>
A: Each stack of Basic Attack Mark increases the active Resonato"
sea of clouds,2,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0086.json,MapTravelTaskName_24,"Hoàn thành Nhiệm Vụ Thám Hiểm ""Hymn of the Sea of Clouds: Storm""","Complete Exploration Quest ""Hymn of the Sea of Clouds: Storm"""
seeking to cloak,2,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_16,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Dark>Havoc DMG</color>.
Khi bị Spectro Frazzle, Lorelei chịu thêm 100% sát thương.
Mỗi khi Lorelei đánh trúng mục tiêu, Cooldown chiêu của Resonance Skill và Resonance Liberation của mục tiêu sẽ bị kéo dài thêm 5 giây, kích hoạt mỗi 5 giây một lần.

<color=#767676>Once a remnant creature in Nimbus Sanctum, Lorelei gained intelligence through Sentinel Imperator's power, entrusted to purify corrupted frequencies drifting in the clouds.
Yet wicked desires have transformed her into the ""Queen of the Night,"" seeking to cloak the Sanctum in endless darkness to clear all sins.
With her final grasp on reason, Lorelei sealed herself within the atrium, where she sings a haunting lament, awaiting one who can awaken her from this dismal sl","The enemy has a <color=HighlightB>higher RES</color> against <color=Dark>Havoc DMG</color>.
When inflicted with Spectro Frazzle, Lorelei takes 100% more damage.
When Lorelei hits a target, the target's Resonance Skill and Resonance Liberation's cooldown is extended by 5s, triggered once every 5s.

<color=#767676>Once a remnant creature in Nimbus Sanctum, Lorelei gained intelligence through Sentinel Imperator's power, entrusted to purify corrupted frequencies drifting in the clouds.
Yet wicked de"
selection of stress,2,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0169.json,Event_JXWJ_2_30,"Với những ai muốn thêm gia vị cho cuộc chơi, sẽ có <color=yellow>selection of Stress Modules available to ramp up the difficulty and throw you in the most extreme scenarios imaginable</color>.","For those looking to spice things up, there'll be a <color=yellow>selection of Stress Modules available to ramp up the difficulty and throw you in the most extreme scenarios imaginable</color>."
