severity,suspicious_count,ratio,words,domain,file,primary_key,translation,source_en
16.0,2,1.0,Achieved; Date,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,GhostShipRecordTime_Text,Date Achieved,Date Achieved
16.0,2,1.0,Fish; King,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_ActivityTarget_12601040,Bắt được 1 loại Fish King,Catch 1 type of Fish King
16.0,2,1.0,Fish; Kings,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_ActivityTarget_12601041,Bắt được 3 loại Fish Kings,Catch 3 types of Fish Kings
16.0,2,1.0,Fish; Kings,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_ActivityTarget_12601042,Bắt được 5 loại Fish Kings,Catch 5 types of Fish Kings
16.0,2,1.0,Priority; Requests,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_ActivityTarget_12601053,Hoàn thành tất cả Priority Requests,Finish all Priority Requests
16.0,2,1.0,Abilities; Fishing,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_ActivityTarget_12601066,Mở khóa tất cả Fishing Abilities,Unlock all Fishing Abilities
16.0,2,1.0,Puff; Sweet,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_ActivityTarget_12601094,"Sử dụng ""Sweet Puff"" 1 lần","Use ""Sweet Puff"" 1 time"
16.0,2,1.0,Rises; Thorncrown,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,InstanceDungeon_9004_Title,Thorncrown Rises,Thorncrown Rises
16.0,2,1.0,Lessons; Past,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_SkinName1,Past Lessons,Past Lessons
16.0,2,1.0,Conviction; Sailer's,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_SkinName2,Sailer's Conviction,Sailer's Conviction
16.0,2,1.0,Tidebreaker's; Valor,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_SkinName4,Tidebreaker's Valor,Tidebreaker's Valor
16.0,2,1.0,Compulsion; Vengeful,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_SkinName5,Vengeful Compulsion,Vengeful Compulsion
16.0,2,1.0,Points; Ranking,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,LianjiPaoku_End_RankScore,Ranking Points,Ranking Points
16.0,2,1.0,Compass; Flamebound,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorRoleInfo_1206_TalentName,Flamebound Compass,Flamebound Compass
16.0,2,1.0,Mo; Ray,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorRoleInfo_1206_CN,Ray Mo,Ray Mo
16.0,2,1.0,Daisuke; Kishio,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorRoleInfo_1206_JP,Kishio Daisuke,Kishio Daisuke
16.0,2,1.0,Hyoie; O'Grady,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorRoleInfo_1206_EN,Hyoie O'Grady,Hyoie O'Grady
16.0,2,1.0,Graceful; Luminescence,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorRoleInfo_1506_TalentName,Graceful Luminescence,Graceful Luminescence
16.0,2,1.0,Fu; Tingyun,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorRoleInfo_1506_CN,Fu Tingyun,Fu Tingyun
16.0,2,1.0,Hondo; Kaede,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorRoleInfo_1506_JP,Hondo Kaede,Hondo Kaede
16.0,2,1.0,LaChance; Rebecca,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorRoleInfo_1506_EN,Rebecca LaChance,Rebecca LaChance
16.0,2,1.0,Countless; Nights,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorStory_150603_Title,Countless Nights,Countless Nights
16.0,2,1.0,Came; Morning,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorStory_150604_Title,Nhưng Morning Came,But Morning Came
16.0,2,1.0,I; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120601_Title,Thoughts: I,Thoughts: I
16.0,2,1.0,II; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120602_Title,Thoughts: II,Thoughts: II
16.0,2,1.0,III; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120603_Title,Thoughts: III,Thoughts: III
16.0,2,1.0,IV; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120604_Title,Thoughts: IV,Thoughts: IV
16.0,2,1.0,Thoughts; V,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120605_Title,Thoughts: V,Thoughts: V
16.0,2,1.0,Brant's; Hobby,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120606_Title,Brant's Hobby,Brant's Hobby
16.0,2,1.0,Brant's; Trouble,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120607_Title,Brant's Trouble,Brant's Trouble
16.0,2,1.0,Chat; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120611_Title,Chat: I,Chat: I
16.0,2,1.0,Chat; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120612_Title,Chat: II,Chat: II
16.0,2,1.0,I; Idle,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120618_Title,Idle: I,Idle: I
16.0,2,1.0,Idle; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120619_Title,Idle: II,Idle: II
16.0,2,1.0,Idle; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120620_Title,Idle: III,Idle: III
16.0,2,1.0,Introduction; Self,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120621_Title,Self-Introduction,Self-Introduction
16.0,2,1.0,I; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120623_Title,Join Đội: I,Join Team: I
16.0,2,1.0,II; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120624_Title,Join Đội: II,Join Team: II
16.0,2,1.0,III; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120625_Title,Join Đội: III,Join Team: III
16.0,2,1.0,Ascension; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120626_Title,Ascension: I,Ascension: I
16.0,2,1.0,Ascension; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120627_Title,Ascension: II,Ascension: II
16.0,2,1.0,Ascension; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120628_Title,Ascension: III,Ascension: III
16.0,2,1.0,Ascension; IV,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120629_Title,Ascension: IV,Ascension: IV
16.0,2,1.0,Ascension; V,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120630_Title,Ascension: V,Ascension: V
16.0,2,1.0,I; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120648_Title,Injured: I,Injured: I
16.0,2,1.0,II; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120649_Title,Injured: II,Injured: II
16.0,2,1.0,III; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120650_Title,Injured: III,Injured: III
16.0,2,1.0,Fallen; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120651_Title,Fallen: I,Fallen: I
16.0,2,1.0,Fallen; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120652_Title,Fallen: II,Fallen: II
16.0,2,1.0,Fallen; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_120653_Title,Fallen: III,Fallen: III
16.0,2,1.0,I; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150601_Title,Thoughts: I,Thoughts: I
16.0,2,1.0,II; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150602_Title,Thoughts: II,Thoughts: II
16.0,2,1.0,III; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150603_Title,Thoughts: III,Thoughts: III
16.0,2,1.0,IV; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150604_Title,Thoughts: IV,Thoughts: IV
16.0,2,1.0,Thoughts; V,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150605_Title,Thoughts: V,Thoughts: V
16.0,2,1.0,Hobby; Phoebe's,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150606_Title,Phoebe's Hobby,Phoebe's Hobby
16.0,2,1.0,Phoebe's; Trouble,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150607_Title,Phoebe's Trouble,Phoebe's Trouble
16.0,2,1.0,Chat; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150611_Title,Chat: I,Chat: I
16.0,2,1.0,Chat; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150612_Title,Chat: II,Chat: II
16.0,2,1.0,I; Idle,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150618_Title,Idle: I,Idle: I
16.0,2,1.0,Idle; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150619_Title,Idle: II,Idle: II
16.0,2,1.0,Idle; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150620_Title,Idle: III,Idle: III
16.0,2,1.0,Introduction; Self,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150621_Title,Self-Introduction,Self-Introduction
16.0,2,1.0,I; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150622_Title,Join Đội: I,Join Team: I
16.0,2,1.0,II; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150623_Title,Join Đội: II,Join Team: II
16.0,2,1.0,III; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150624_Title,Join Đội: III,Join Team: III
16.0,2,1.0,Ascension; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150625_Title,Ascension: I,Ascension: I
16.0,2,1.0,Ascension; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150626_Title,Ascension: II,Ascension: II
16.0,2,1.0,Ascension; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150627_Title,Ascension: III,Ascension: III
16.0,2,1.0,Ascension; IV,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150628_Title,Ascension: IV,Ascension: IV
16.0,2,1.0,Ascension; V,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150629_Title,Ascension: V,Ascension: V
16.0,2,1.0,I; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150646_Title,Injured: I,Injured: I
16.0,2,1.0,II; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150647_Title,Injured: II,Injured: II
16.0,2,1.0,III; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150648_Title,Injured: III,Injured: III
16.0,2,1.0,Fallen; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150649_Title,Fallen: I,Fallen: I
16.0,2,1.0,Fallen; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150650_Title,Fallen: II,Fallen: II
16.0,2,1.0,Fallen; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FavorWord_150651_Title,Fallen: III,Fallen: III
16.0,2,1.0,Ability; Activated,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,FishingTechLevelUpSuccessTitle,Ability Activated,Ability Activated
16.0,2,1.0,Launch; Quick,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_FastOnBoat,Quick Launch,Quick Launch
16.0,2,1.0,Exploration; Overworld,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,AccessPath_857002_Description,Overworld Exploration,Overworld Exploration
16.0,2,1.0,Preset; Teams,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,GhostShipPreTeam_Text,Preset Teams,Preset Teams
16.0,2,1.0,Puff; Sweet,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,Fishing_SkillTip5,"""Sweet Puff"" đã kích hoạt","""Sweet Puff"" launched"
16.0,2,1.0,Trailblazer; Virtual,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,EpithetName_Babel_1,Virtual Trailblazer,Virtual Trailblazer
16.0,2,1.0,Adversity; Expeditioner,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,EpithetName_Tower_1,Adversity Expeditioner,Adversity Expeditioner
16.0,2,1.0,Darkness; Repeller,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,EpithetName_Tower_2,Darkness Repeller,Darkness Repeller
16.0,2,1.0,Chainsaw; Howling,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,TowerDefence_400010_PhantomTitle,Howling Chainsaw,Howling Chainsaw
16.0,2,1.0,Radio; Raspy,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,TowerDefence_400020_PhantomTitle,Raspy Radio,Raspy Radio
16.0,2,1.0,Noise; Static,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,TowerDefence_400040_PhantomTitle,Static Noise,Static Noise
16.0,2,1.0,Doll; Winking,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,TowerDefence_400060_PhantomTitle,Winking Doll,Winking Doll
16.0,2,1.0,Balloon; Floating,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,TowerDefence_400070_PhantomTitle,Floating Balloon,Floating Balloon
16.0,2,1.0,Cracked; Glasses,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,TowerDefence_400080_PhantomTitle,Cracked Glasses,Cracked Glasses
16.0,2,1.0,Collection; Ominous,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,TowerDefence_400090_PhantomTitle,Ominous Collection,Ominous Collection
16.0,2,1.0,Ranking; Solo,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_SingleListName,Solo Ranking,Solo Ranking
16.0,2,1.0,Available; Mainstats,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,VisionRefineAttributeSelect,Mainstats Available,Mainstats Available
16.0,2,1.0,Absorption; Shield,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleShieldResist,Shield Absorption:,Shield Absorption:
16.0,2,1.0,Count; Dodge,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleExtremeDodge,Dodge Count:,Dodge Count:
16.0,2,1.0,Count; Counterattack,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleCounter,Counterattack Count:,Counterattack Count:
16.0,2,1.0,Contribution; Healing,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleHeal,Healing Contribution:,Healing Contribution:
16.0,2,1.0,Fortress; Impregnable,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleShieldResist_Title,Impregnable Fortress,Impregnable Fortress
16.0,2,1.0,Ethereal; Form,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleExtremeDodge_Title,Ethereal Form,Ethereal Form
16.0,2,1.0,Stance; Unbreakable,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleCounter_Title,Unbreakable Stance,Unbreakable Stance
16.0,2,1.0,Conqueror; Death,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleDeadCount_Title,Death Conqueror,Death Conqueror
16.0,2,1.0,Hunter; Nightmare,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleDamage_Title,Nightmare Hunter,Nightmare Hunter
16.0,2,1.0,Field; Medic,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,OnlineGymnasium_RoleHeal_Title,Field Medic,Field Medic
16.0,2,1.0,Blazing; Fury,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10010013_BuffName,Blazing Fury,Blazing Fury
16.0,2,1.0,Blaze; Spoiled,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10010032_BuffName,Spoiled Blaze,Spoiled Blaze
16.0,2,1.0,Frenzy; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10010061_BuffName,Frenzy I,Frenzy I
16.0,2,1.0,Frenzy; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10010062_BuffName,Frenzy II,Frenzy II
16.0,2,1.0,II; Repulse,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10020031_BuffName,Repulse II,Repulse II
16.0,2,1.0,Extended; Protection,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10020061_BuffName,Extended Protection,Extended Protection
16.0,2,1.0,I; Shielding,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10020071_BuffName,Shielding I,Shielding I
16.0,2,1.0,II; Shielding,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10020072_BuffName,Shielding II,Shielding II
16.0,2,1.0,I; Rallentando,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10020081_BuffName,Rallentando I,Rallentando I
16.0,2,1.0,II; Rallentando,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10020082_BuffName,Rallentando II,Rallentando II
16.0,2,1.0,I; Singularity,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10030031_BuffName,Singularity I,Singularity I
16.0,2,1.0,II; Singularity,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10030032_BuffName,Singularity II,Singularity II
16.0,2,1.0,Fallout; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10030041_BuffName,Fallout I,Fallout I
16.0,2,1.0,Fallout; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10030042_BuffName,Fallout II,Fallout II
16.0,2,1.0,Fallout; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10030043_BuffName,Fallout III,Fallout III
16.0,2,1.0,Reinforcing; Strike,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10030061_BuffName,Reinforcing Strike,Reinforcing Strike
16.0,2,1.0,I; Vampirism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10030081_BuffName,Vampirism I,Vampirism I
16.0,2,1.0,II; Vampirism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10030082_BuffName,Vampirism II,Vampirism II
16.0,2,1.0,I; Ironclad,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10040031_BuffName,Ironclad I,Ironclad I
16.0,2,1.0,II; Ironclad,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,BabelDebuff_10040032_BuffName,Ironclad II,Ironclad II
16.0,2,1.0,I; Nivation,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10040041_BuffName,Nivation I,Nivation I
16.0,2,1.0,II; Nivation,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10040042_BuffName,Nivation II,Nivation II
16.0,2,1.0,III; Nivation,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10040043_BuffName,Nivation III,Nivation III
16.0,2,1.0,I; Prominence,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10040081_BuffName,Prominence I,Prominence I
16.0,2,1.0,II; Prominence,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10040082_BuffName,Prominence II,Prominence II
16.0,2,1.0,Evil; Teeming,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10000021_BuffName,Teeming Evil,Teeming Evil
16.0,2,1.0,Amplification; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10000051_BuffName,Amplification I,Amplification I
16.0,2,1.0,Amplification; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10000052_BuffName,Amplification II,Amplification II
16.0,2,1.0,I; Obstinance,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10000061_BuffName,Obstinance I,Obstinance I
16.0,2,1.0,II; Obstinance,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10000062_BuffName,Obstinance II,Obstinance II
16.0,2,1.0,Feeble; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10000071_BuffName,Feeble I,Feeble I
